profile,criterion,weight,top_architecture,top_score
ACQUISITION_LEANING,mission_thread_success,0.2,Progressive,0.7600835467907713
ACQUISITION_LEANING,mission_thread_success,0.3,Progressive,0.7832237883734317
ACQUISITION_LEANING,mission_thread_success,0.44999999999999996,Progressive,0.8179341507474223
ACQUISITION_LEANING,latency,0.0,Progressive,0.7353120243531204
ACQUISITION_LEANING,latency,0.05,Progressive,0.7419127251762807
ACQUISITION_LEANING,latency,0.1,Progressive,0.748513425999441
ACQUISITION_LEANING,latency,0.15000000000000002,Progressive,0.7551141268226014
ACQUISITION_LEANING,latency,0.25,Progressive,0.7683155284689218
ACQUISITION_LEANING,latency,0.4,Progressive,0.7881176309384028
ACQUISITION_LEANING,fidelity,0.0,Progressive,0.7205704733327122
ACQUISITION_LEANING,fidelity,0.05,Progressive,0.7345419496660766
ACQUISITION_LEANING,fidelity,0.1,Progressive,0.748513425999441
ACQUISITION_LEANING,fidelity,0.15000000000000002,Progressive,0.7624849023328054
ACQUISITION_LEANING,fidelity,0.25,Progressive,0.790427854999534
ACQUISITION_LEANING,fidelity,0.4,Progressive,0.8323422839996273
ACQUISITION_LEANING,terminal_swap_burden,0.0,Progressive,0.81001579529346
ACQUISITION_LEANING,terminal_swap_burden,0.09999999999999999,Progressive,0.769014215764114
ACQUISITION_LEANING,terminal_swap_burden,0.15,Progressive,0.7485134259994409
ACQUISITION_LEANING,terminal_swap_burden,0.2,Progressive,0.728012636234768
ACQUISITION_LEANING,terminal_swap_burden,0.3,RoiFirst,0.6960959346857816
ACQUISITION_LEANING,terminal_swap_burden,0.44999999999999996,GroundOnly,0.7422769107643057
ACQUISITION_LEANING,resilience,0.0,RoiFirst,0.7462003979674062
ACQUISITION_LEANING,resilience,0.09999999999999999,RoiFirst,0.7408111274014348
ACQUISITION_LEANING,resilience,0.15,Progressive,0.7485134259994408
ACQUISITION_LEANING,resilience,0.2,Progressive,0.7633067538818268
ACQUISITION_LEANING,resilience,0.3,Progressive,0.7928934096465985
ACQUISITION_LEANING,resilience,0.44999999999999996,Progressive,0.8372733932937558
ACQUISITION_LEANING,acquisition_lock_in_risk,0.19999999999999998,Progressive,0.782785755076235
ACQUISITION_LEANING,acquisition_lock_in_risk,0.3,Progressive,0.7599375356917056
ACQUISITION_LEANING,acquisition_lock_in_risk,0.35,Progressive,0.7485134259994409
ACQUISITION_LEANING,acquisition_lock_in_risk,0.39999999999999997,RoiFirst,0.7428767619554915
ACQUISITION_LEANING,acquisition_lock_in_risk,0.5,RoiFirst,0.7523973016295763
ACQUISITION_LEANING,acquisition_lock_in_risk,0.6499999999999999,GroundOnly,0.7855311355311355
TERMINAL_OPERATOR_LEANING,mission_thread_success,0.0,Progressive,0.6785089459783914
TERMINAL_OPERATOR_LEANING,mission_thread_success,0.09999999999999999,Progressive,0.7051785993257578
TERMINAL_OPERATOR_LEANING,mission_thread_success,0.15,Progressive,0.7185134259994409
TERMINAL_OPERATOR_LEANING,mission_thread_success,0.2,Progressive,0.731848252673124
TERMINAL_OPERATOR_LEANING,mission_thread_success,0.3,ThreadAwarePriority,0.7645037734970912
TERMINAL_OPERATOR_LEANING,mission_thread_success,0.44999999999999996,ThreadAwarePriority,0.8149672506048573
TERMINAL_OPERATOR_LEANING,latency,0.0,Progressive,0.7019786910197869
TERMINAL_OPERATOR_LEANING,latency,0.05,Progressive,0.710246058509614
TERMINAL_OPERATOR_LEANING,latency,0.1,Progressive,0.718513425999441
TERMINAL_OPERATOR_LEANING,latency,0.15000000000000002,Progressive,0.7267807934892678
TERMINAL_OPERATOR_LEANING,latency,0.25,Progressive,0.743315528468922
TERMINAL_OPERATOR_LEANING,latency,0.4,Progressive,0.7681176309384028
TERMINAL_OPERATOR_LEANING,fidelity,0.0,Progressive,0.6872371399993789
TERMINAL_OPERATOR_LEANING,fidelity,0.05,Progressive,0.7028752829994098
TERMINAL_OPERATOR_LEANING,fidelity,0.1,Progressive,0.718513425999441
TERMINAL_OPERATOR_LEANING,fidelity,0.15000000000000002,Progressive,0.734151568999472
TERMINAL_OPERATOR_LEANING,fidelity,0.25,Progressive,0.7654278549995343
TERMINAL_OPERATOR_LEANING,fidelity,0.4,Progressive,0.8123422839996273
TERMINAL_OPERATOR_LEANING,terminal_swap_burden,0.25,Progressive,0.7981417824993011
TERMINAL_OPERATOR_LEANING,terminal_swap_burden,0.35000000000000003,Progressive,0.7450562114993943
TERMINAL_OPERATOR_LEANING,terminal_swap_burden,0.4,Progressive,0.718513425999441
TERMINAL_OPERATOR_LEANING,terminal_swap_burden,0.45,Progressive,0.6919706404994875
TERMINAL_OPERATOR_LEANING,terminal_swap_burden,0.55,GroundOnly,0.6637755102040817
TERMINAL_OPERATOR_LEANING,terminal_swap_burden,0.7,GroundOnly,0.7758503401360545
TERMINAL_OPERATOR_LEANING,resilience,0.05000000000000002,ThreadAwarePriority,0.6676343904238619
TERMINAL_OPERATOR_LEANING,resilience,0.15000000000000002,Progressive,0.700920515124406
TERMINAL_OPERATOR_LEANING,resilience,0.2,Progressive,0.7185134259994409
TERMINAL_OPERATOR_LEANING,resilience,0.25,Progressive,0.7361063368744758
TERMINAL_OPERATOR_LEANING,resilience,0.35,Progressive,0.7712921586245458
TERMINAL_OPERATOR_LEANING,resilience,0.5,Progressive,0.8240708912496506
TERMINAL_OPERATOR_LEANING,acquisition_lock_in_risk,0.0,ThreadAwarePriority,0.7253055751466577
TERMINAL_OPERATOR_LEANING,acquisition_lock_in_risk,0.0,ThreadAwarePriority,0.7253055751466577
TERMINAL_OPERATOR_LEANING,acquisition_lock_in_risk,0.05,Progressive,0.7185134259994408
TERMINAL_OPERATOR_LEANING,acquisition_lock_in_risk,0.1,Progressive,0.7122758772626283
TERMINAL_OPERATOR_LEANING,acquisition_lock_in_risk,0.2,Progressive,0.6998007797890028
TERMINAL_OPERATOR_LEANING,acquisition_lock_in_risk,0.35,RoiFirst,0.7026586525020967
BALANCED,mission_thread_success,0.016666666666666663,Progressive,0.7763275460180785
BALANCED,mission_thread_success,0.11666666666666665,Progressive,0.7935015731469574
BALANCED,mission_thread_success,0.16666666666666666,Progressive,0.802088586711397
BALANCED,mission_thread_success,0.21666666666666667,Progressive,0.8106756002758365
BALANCED,mission_thread_success,0.31666666666666665,Progressive,0.8278496274047155
BALANCED,mission_thread_success,0.4666666666666667,ThreadAwarePriority,0.8644122135845107
BALANCED,latency,0.016666666666666663,Progressive,0.7903458449725096
BALANCED,latency,0.11666666666666665,Progressive,0.7981743394651011
BALANCED,latency,0.16666666666666666,Progressive,0.802088586711397
BALANCED,latency,0.21666666666666667,Progressive,0.8060028339576927
BALANCED,latency,0.31666666666666665,Progressive,0.8138313284502843
BALANCED,latency,0.4666666666666667,Progressive,0.8255740701891716
BALANCED,fidelity,0.016666666666666663,Progressive,0.7664645323194484
BALANCED,fidelity,0.11666666666666665,Progressive,0.7902139019140807
BALANCED,fidelity,0.16666666666666666,Progressive,0.802088586711397
BALANCED,fidelity,0.21666666666666667,Progressive,0.8139632715087132
BALANCED,fidelity,0.31666666666666665,Progressive,0.8377126411033454
BALANCED,fidelity,0.4666666666666667,Progressive,0.8733366954952941
BALANCED,terminal_swap_burden,0.016666666666666663,Progressive,0.8744645323194484
BALANCED,terminal_swap_burden,0.11666666666666665,Progressive,0.8262139019140807
BALANCED,terminal_swap_burden,0.16666666666666666,Progressive,0.802088586711397
BALANCED,terminal_swap_burden,0.21666666666666667,Progressive,0.7779632715087131
BALANCED,terminal_swap_burden,0.31666666666666665,Progressive,0.7297126411033455
BALANCED,terminal_swap_burden,0.4666666666666667,GroundOnly,0.6818140589569162
BALANCED,resilience,0.016666666666666663,Progressive,0.7664645323194484
BALANCED,resilience,0.11666666666666665,Progressive,0.7902139019140807
BALANCED,resilience,0.16666666666666666,Progressive,0.8020885867113969
BALANCED,resilience,0.21666666666666667,Progressive,0.8139632715087132
BALANCED,resilience,0.31666666666666665,Progressive,0.8377126411033454
BALANCED,resilience,0.4666666666666667,Progressive,0.8733366954952941
BALANCED,acquisition_lock_in_risk,0.016666666666666663,ThreadAwarePriority,0.8400100187964417
BALANCED,acquisition_lock_in_risk,0.11666666666666665,Progressive,0.8142139019140807
BALANCED,acquisition_lock_in_risk,0.16666666666666666,Progressive,0.8020885867113969
BALANCED,acquisition_lock_in_risk,0.21666666666666667,Progressive,0.7899632715087133
BALANCED,acquisition_lock_in_risk,0.31666666666666665,Progressive,0.7657126411033456
BALANCED,acquisition_lock_in_risk,0.4666666666666667,RoiFirst,0.7618715009713054
