run_id,architecture,tfup_s,tcp_s
28,A1_COMPRESSED_FULL,271.39523060569394,271.39523060569394
28,A2_QUICKLOOK_FIRST,19.139523060569395,19.139523060569395
28,A3_ROI_FIRST,111.39523060569395,111.39523060569395
28,A4_PROGRESSIVE,31.411614605693952,82.16269300569395
29,A0_GROUND_ONLY,338.8367645832335,338.8367645832335
29,A1_COMPRESSED_FULL,270.08712401748005,270.08712401748005
29,A2_QUICKLOOK_FIRST,19.008712401748006,19.008712401748006
29,A3_ROI_FIRST,110.08712401748008,110.08712401748008
29,A4_PROGRESSIVE,30.10350801748007,80.85458641748008
30,A0_GROUND_ONLY,291.37836876574,291.37836876574
30,A1_COMPRESSED_FULL,272.011471222101,272.011471222101
30,A2_QUICKLOOK_FIRST,19.201147122210102,19.201147122210102
30,A3_ROI_FIRST,112.01147122210102,112.01147122210102
30,A4_PROGRESSIVE,32.027855222101024,82.77893362210102
31,A0_GROUND_ONLY,277.93550122973176,277.93550122973176
31,A1_COMPRESSED_FULL,271.157929441942,271.157929441942
31,A2_QUICKLOOK_FIRST,19.115792944194197,19.115792944194197
31,A3_ROI_FIRST,111.15792944194196,111.15792944194196
31,A4_PROGRESSIVE,31.174313441941962,81.92539184194196
32,A0_GROUND_ONLY,304.8302873014604,304.8302873014604
32,A1_COMPRESSED_FULL,268.1452415833353,268.1452415833353
32,A2_QUICKLOOK_FIRST,18.81452415833353,18.81452415833353
32,A3_ROI_FIRST,108.14524158333529,108.14524158333529
32,A4_PROGRESSIVE,28.161625583335283,78.91270398333529
33,A0_GROUND_ONLY,257.95439355247714,257.95439355247714
33,A1_COMPRESSED_FULL,271.51496574108154,271.51496574108154
33,A2_QUICKLOOK_FIRST,19.151496574108155,19.151496574108155
33,A3_ROI_FIRST,111.51496574108154,111.51496574108154
33,A4_PROGRESSIVE,31.53134974108154,82.28242814108154
34,A0_GROUND_ONLY,295.0711622212413,295.0711622212413
34,A1_COMPRESSED_FULL,269.0080606093038,269.0080606093038
34,A2_QUICKLOOK_FIRST,18.90080606093038,18.90080606093038
34,A3_ROI_FIRST,109.0080606093038,109.0080606093038
34,A4_PROGRESSIVE,29.024444609303796,79.7755230093038
35,A0_GROUND_ONLY,261.5881816585628,261.5881816585628
35,A1_COMPRESSED_FULL,269.37955519689785,269.37955519689785
35,A2_QUICKLOOK_FIRST,18.937955519689787,18.937955519689787
35,A3_ROI_FIRST,109.37955519689785,109.37955519689785
35,A4_PROGRESSIVE,29.39593919689785,80.14701759689785
36,A0_GROUND_ONLY,232.4957647927623,232.4957647927623
36,A1_COMPRESSED_FULL,262.6306612492087,262.6306612492087
36,A2_QUICKLOOK_FIRST,19.01348964564464,19.01348964564464
36,A3_ROI_FIRST,110.1348964564464,110.1348964564464
36,A4_PROGRESSIVE,30.151280456446393,80.9023588564464
