time_iso,single_in_contact,constellation_in_contact,single_queue_bytes,constellation_queue_bytes,handoff_sat_id
2020-01-01T03:52:00Z,0,0,6904872960,6904872960,
2020-01-01T03:52:30Z,0,0,6920601600,6920601600,
2020-01-01T03:53:00Z,0,0,6936330240,6936330240,
2020-01-01T03:53:30Z,0,0,6952058880,6952058880,
2020-01-01T03:54:00Z,0,0,6967787520,6967787520,
2020-01-01T03:54:30Z,0,0,6983516160,6983516160,
2020-01-01T03:55:00Z,0,0,6999244800,6999244800,
2020-01-01T03:55:30Z,0,0,7014973440,7014973440,
2020-01-01T03:56:00Z,0,0,7030702080,7030702080,
2020-01-01T03:56:30Z,0,0,7046430720,7046430720,
2020-01-01T03:57:00Z,0,0,7062159360,7062159360,
2020-01-01T03:57:30Z,0,0,7077888000,7077888000,
2020-01-01T03:58:00Z,0,0,7093616640,7093616640,
2020-01-01T03:58:30Z,0,0,7109345280,7109345280,
2020-01-01T03:59:00Z,0,0,7125073920,7125073920,
2020-01-01T03:59:30Z,0,0,7140802560,7140802560,
2020-01-01T04:00:00Z,0,0,7156531200,7156531200,
2020-01-01T04:00:30Z,0,0,7172259840,7172259840,
2020-01-01T04:01:00Z,0,0,7187988480,7187988480,
2020-01-01T04:01:30Z,0,0,7203717120,7203717120,
2020-01-01T04:02:00Z,0,0,7219445760,7219445760,
2020-01-01T04:02:30Z,0,0,7235174400,7235174400,
2020-01-01T04:03:00Z,0,0,7250903040,7250903040,
2020-01-01T04:03:30Z,0,0,7266631680,7266631680,
2020-01-01T04:04:00Z,0,0,7282360320,7282360320,
2020-01-01T04:04:30Z,0,0,7298088960,7298088960,
2020-01-01T04:05:00Z,0,0,7313817600,7313817600,
2020-01-01T04:05:30Z,0,0,7329546240,7329546240,
2020-01-01T04:06:00Z,0,0,7345274880,7345274880,
2020-01-01T04:06:30Z,0,0,7361003520,7361003520,
2020-01-01T04:07:00Z,0,0,7376732160,7376732160,
2020-01-01T04:07:30Z,0,0,7392460800,7392460800,
2020-01-01T04:08:00Z,0,0,7408189440,7408189440,
2020-01-01T04:08:30Z,0,0,7423918080,7423918080,
2020-01-01T04:09:00Z,0,0,7439646720,7439646720,
2020-01-01T04:09:30Z,0,0,7455375360,7455375360,
2020-01-01T04:10:00Z,0,0,7471104000,7471104000,
2020-01-01T04:10:30Z,0,0,7486832640,7486832640,
2020-01-01T04:11:00Z,0,0,7502561280,7502561280,
2020-01-01T04:11:30Z,0,0,7518289920,7518289920,
2020-01-01T04:12:00Z,0,0,7534018560,7534018560,
2020-01-01T04:12:30Z,0,0,7549747200,7549747200,
2020-01-01T04:13:00Z,0,0,7565475840,7565475840,
2020-01-01T04:13:30Z,0,0,7581204480,7581204480,
2020-01-01T04:14:00Z,0,0,7596933120,7596933120,
2020-01-01T04:14:30Z,0,0,7612661760,7612661760,
2020-01-01T04:15:00Z,0,0,7628390400,7628390400,
2020-01-01T04:15:30Z,0,0,7644119040,7644119040,
2020-01-01T04:16:00Z,0,1,7659847680,7581204480,P0S0->P2S0
2020-01-01T04:16:30Z,0,1,7675576320,7518289920,
2020-01-01T04:17:00Z,0,1,7691304960,7455375360,
2020-01-01T04:17:30Z,0,1,7707033600,7392460800,
2020-01-01T04:18:00Z,0,1,7722762240,7329546240,
2020-01-01T04:18:30Z,0,1,7738490880,7266631680,
2020-01-01T04:19:00Z,0,1,7754219520,7203717120,
2020-01-01T04:19:30Z,0,1,7769948160,7140802560,
2020-01-01T04:20:00Z,0,1,7785676800,7077888000,
2020-01-01T04:20:30Z,0,1,7801405440,7014973440,
2020-01-01T04:21:00Z,0,1,7817134080,6952058880,
2020-01-01T04:21:30Z,0,1,7832862720,6889144320,
2020-01-01T04:22:00Z,0,1,7848591360,6826229760,
2020-01-01T04:22:30Z,0,1,7864320000,6763315200,
2020-01-01T04:23:00Z,0,0,7880048640,6779043840,
2020-01-01T04:23:30Z,0,0,7895777280,6794772480,
2020-01-01T04:24:00Z,0,0,7911505920,6810501120,
2020-01-01T04:24:30Z,0,0,7927234560,6826229760,
2020-01-01T04:25:00Z,0,0,7942963200,6841958400,
2020-01-01T04:25:30Z,0,0,7958691840,6857687040,
2020-01-01T04:26:00Z,0,0,7974420480,6873415680,
2020-01-01T04:26:30Z,0,0,7990149120,6889144320,
2020-01-01T04:27:00Z,0,0,8005877760,6904872960,
2020-01-01T04:27:30Z,0,0,8021606400,6920601600,
2020-01-01T04:28:00Z,0,0,8037335040,6936330240,
2020-01-01T04:28:30Z,0,0,8053063680,6952058880,
2020-01-01T04:29:00Z,0,0,8068792320,6967787520,
2020-01-01T04:29:30Z,0,0,8084520960,6983516160,
2020-01-01T04:30:00Z,0,0,8100249600,6999244800,
2020-01-01T04:30:30Z,0,0,8115978240,7014973440,
2020-01-01T04:31:00Z,0,0,8131706880,7030702080,
2020-01-01T04:31:30Z,0,0,8147435520,7046430720,
2020-01-01T04:32:00Z,0,0,8163164160,7062159360,
2020-01-01T04:32:30Z,0,0,8178892800,7077888000,
2020-01-01T04:33:00Z,0,0,8194621440,7093616640,
2020-01-01T04:33:30Z,0,0,8210350080,7109345280,
2020-01-01T04:34:00Z,0,0,8226078720,7125073920,
2020-01-01T04:34:30Z,0,0,8241807360,7140802560,
2020-01-01T04:35:00Z,0,0,8257536000,7156531200,
2020-01-01T04:35:30Z,0,0,8273264640,7172259840,
2020-01-01T04:36:00Z,0,0,8288993280,7187988480,
2020-01-01T04:36:30Z,0,0,8304721920,7203717120,
2020-01-01T04:37:00Z,0,0,8320450560,7219445760,
2020-01-01T04:37:30Z,0,0,8336179200,7235174400,
2020-01-01T04:38:00Z,0,0,8351907840,7250903040,
2020-01-01T04:38:30Z,0,0,8367636480,7266631680,
2020-01-01T04:39:00Z,0,0,8383365120,7282360320,
2020-01-01T04:39:30Z,0,0,8399093760,7298088960,
2020-01-01T04:40:00Z,0,0,8414822400,7313817600,
2020-01-01T04:40:30Z,0,0,8430551040,7329546240,
2020-01-01T04:41:00Z,0,0,8446279680,7345274880,
2020-01-01T04:41:30Z,0,0,8462008320,7361003520,
2020-01-01T04:42:00Z,0,0,8477736960,7376732160,
2020-01-01T04:42:30Z,0,0,8493465600,7392460800,
2020-01-01T04:43:00Z,0,0,8509194240,7408189440,
2020-01-01T04:43:30Z,0,0,8524922880,7423918080,
2020-01-01T04:44:00Z,0,0,8540651520,7439646720,
2020-01-01T04:44:30Z,0,0,8556380160,7455375360,
2020-01-01T04:45:00Z,0,0,8572108800,7471104000,
2020-01-01T04:45:30Z,0,0,8587837440,7486832640,
2020-01-01T04:46:00Z,0,0,8603566080,7502561280,
2020-01-01T04:46:30Z,0,0,8619294720,7518289920,
2020-01-01T04:47:00Z,0,0,8635023360,7534018560,
2020-01-01T04:47:30Z,0,0,8650752000,7549747200,
2020-01-01T04:48:00Z,0,0,8666480640,7565475840,
2020-01-01T04:48:30Z,0,0,8682209280,7581204480,
2020-01-01T04:49:00Z,0,0,8697937920,7596933120,
2020-01-01T04:49:30Z,0,0,8713666560,7612661760,
2020-01-01T04:50:00Z,0,0,8729395200,7628390400,
2020-01-01T04:50:30Z,0,0,8745123840,7644119040,
2020-01-01T04:51:00Z,0,0,8760852480,7659847680,
2020-01-01T04:51:30Z,0,0,8776581120,7675576320,
2020-01-01T04:52:00Z,0,0,8792309760,7691304960,
2020-01-01T04:52:30Z,0,0,8808038400,7707033600,
2020-01-01T04:53:00Z,0,0,8823767040,7722762240,
2020-01-01T04:53:30Z,0,0,8839495680,7738490880,
2020-01-01T04:54:00Z,0,0,8855224320,7754219520,
2020-01-01T04:54:30Z,0,0,8870952960,7769948160,
2020-01-01T04:55:00Z,0,0,8886681600,7785676800,
2020-01-01T04:55:30Z,0,0,8902410240,7801405440,
2020-01-01T04:56:00Z,0,0,8918138880,7817134080,
2020-01-01T04:56:30Z,0,0,8933867520,7832862720,
2020-01-01T04:57:00Z,0,0,8949596160,7848591360,
2020-01-01T04:57:30Z,0,0,8965324800,7864320000,
2020-01-01T04:58:00Z,0,0,8981053440,7880048640,
2020-01-01T04:58:30Z,0,0,8996782080,7895777280,
2020-01-01T04:59:00Z,0,0,9012510720,7911505920,
2020-01-01T04:59:30Z,0,0,9028239360,7927234560,
2020-01-01T05:00:00Z,0,0,9043968000,7942963200,
2020-01-01T05:00:30Z,0,0,9059696640,7958691840,
2020-01-01T05:01:00Z,0,0,9075425280,7974420480,
2020-01-01T05:01:30Z,0,0,9091153920,7990149120,
2020-01-01T05:02:00Z,0,0,9106882560,8005877760,
2020-01-01T05:02:30Z,0,0,9122611200,8021606400,
2020-01-01T05:03:00Z,0,0,9138339840,8037335040,
2020-01-01T05:03:30Z,0,0,9154068480,8053063680,
2020-01-01T05:04:00Z,0,0,9169797120,8068792320,
2020-01-01T05:04:30Z,0,0,9185525760,8084520960,
2020-01-01T05:05:00Z,0,0,9201254400,8100249600,
2020-01-01T05:05:30Z,0,0,9216983040,8115978240,
2020-01-01T05:06:00Z,0,0,9232711680,8131706880,
2020-01-01T05:06:30Z,0,0,9248440320,8147435520,
2020-01-01T05:07:00Z,0,0,9264168960,8163164160,
2020-01-01T05:07:30Z,0,0,9279897600,8178892800,
2020-01-01T05:08:00Z,0,0,9295626240,8194621440,
2020-01-01T05:08:30Z,0,0,9311354880,8210350080,
2020-01-01T05:09:00Z,0,0,9327083520,8226078720,
2020-01-01T05:09:30Z,0,0,9342812160,8241807360,
2020-01-01T05:10:00Z,0,0,9358540800,8257536000,
2020-01-01T05:10:30Z,0,0,9374269440,8273264640,
2020-01-01T05:11:00Z,0,0,9389998080,8288993280,
2020-01-01T05:11:30Z,0,0,9405726720,8304721920,
2020-01-01T05:12:00Z,0,0,9421455360,8320450560,
2020-01-01T05:12:30Z,0,0,9437184000,8336179200,
2020-01-01T05:13:00Z,0,0,9452912640,8351907840,
2020-01-01T05:13:30Z,0,0,9468641280,8367636480,
2020-01-01T05:14:00Z,0,0,9484369920,8383365120,
2020-01-01T05:14:30Z,0,0,9500098560,8399093760,
2020-01-01T05:15:00Z,0,0,9515827200,8414822400,
2020-01-01T05:15:30Z,0,0,9531555840,8430551040,
2020-01-01T05:16:00Z,0,0,9547284480,8446279680,
2020-01-01T05:16:30Z,0,0,9563013120,8462008320,
2020-01-01T05:17:00Z,0,0,9578741760,8477736960,
2020-01-01T05:17:30Z,0,0,9594470400,8493465600,
2020-01-01T05:18:00Z,0,0,9610199040,8509194240,
2020-01-01T05:18:30Z,0,0,9625927680,8524922880,
2020-01-01T05:19:00Z,0,0,9641656320,8540651520,
2020-01-01T05:19:30Z,0,0,9657384960,8556380160,
2020-01-01T05:20:00Z,0,0,9673113600,8572108800,
2020-01-01T05:20:30Z,0,0,9688842240,8587837440,
2020-01-01T05:21:00Z,0,0,9704570880,8603566080,
2020-01-01T05:21:30Z,0,0,9720299520,8619294720,
2020-01-01T05:22:00Z,0,0,9736028160,8635023360,
2020-01-01T05:22:30Z,0,0,9751756800,8650752000,
2020-01-01T05:23:00Z,0,0,9767485440,8666480640,
2020-01-01T05:23:30Z,0,0,9783214080,8682209280,
2020-01-01T05:24:00Z,0,0,9798942720,8697937920,
2020-01-01T05:24:30Z,0,0,9814671360,8713666560,
2020-01-01T05:25:00Z,0,0,9830400000,8729395200,
2020-01-01T05:25:30Z,0,0,9846128640,8745123840,
2020-01-01T05:26:00Z,0,0,9861857280,8760852480,
2020-01-01T05:26:30Z,0,0,9877585920,8776581120,
2020-01-01T05:27:00Z,0,0,9893314560,8792309760,
2020-01-01T05:27:30Z,0,0,9909043200,8808038400,
2020-01-01T05:28:00Z,0,0,9924771840,8823767040,
2020-01-01T05:28:30Z,0,0,9940500480,8839495680,
2020-01-01T05:29:00Z,0,0,9956229120,8855224320,
2020-01-01T05:29:30Z,0,0,9971957760,8870952960,
2020-01-01T05:30:00Z,0,0,9987686400,8886681600,
2020-01-01T05:30:30Z,0,0,10003415040,8902410240,
2020-01-01T05:31:00Z,0,0,10019143680,8918138880,
2020-01-01T05:31:30Z,0,0,10034872320,8933867520,
2020-01-01T05:32:00Z,0,0,10050600960,8949596160,
2020-01-01T05:32:30Z,0,0,10066329600,8965324800,
2020-01-01T05:33:00Z,0,0,10082058240,8981053440,
2020-01-01T05:33:30Z,0,0,10097786880,8996782080,
2020-01-01T05:34:00Z,0,0,10113515520,9012510720,
2020-01-01T05:34:30Z,0,0,10129244160,9028239360,
2020-01-01T05:35:00Z,0,0,10144972800,9043968000,
2020-01-01T05:35:30Z,0,0,10160701440,9059696640,
2020-01-01T05:36:00Z,0,0,10176430080,9075425280,
2020-01-01T05:36:30Z,0,0,10192158720,9091153920,
2020-01-01T05:37:00Z,0,0,10207887360,9106882560,
2020-01-01T05:37:30Z,0,0,10223616000,9122611200,
2020-01-01T05:38:00Z,0,0,10239344640,9138339840,
2020-01-01T05:38:30Z,0,0,10255073280,9154068480,
2020-01-01T05:39:00Z,0,0,10270801920,9169797120,
2020-01-01T05:39:30Z,0,0,10286530560,9185525760,
2020-01-01T05:40:00Z,0,0,10302259200,9201254400,
2020-01-01T05:40:30Z,0,0,10317987840,9216983040,
2020-01-01T05:41:00Z,0,0,10333716480,9232711680,
2020-01-01T05:41:30Z,0,0,10349445120,9248440320,
2020-01-01T05:42:00Z,0,0,10365173760,9264168960,
2020-01-01T05:42:30Z,0,0,10380902400,9279897600,
2020-01-01T05:43:00Z,0,0,10396631040,9295626240,
2020-01-01T05:43:30Z,0,0,10412359680,9311354880,
2020-01-01T05:44:00Z,0,0,10428088320,9327083520,
2020-01-01T05:44:30Z,0,0,10443816960,9342812160,
2020-01-01T05:45:00Z,0,0,10459545600,9358540800,
2020-01-01T05:45:30Z,0,0,10475274240,9374269440,
2020-01-01T05:46:00Z,0,0,10491002880,9389998080,
2020-01-01T05:46:30Z,0,0,10506731520,9405726720,
2020-01-01T05:47:00Z,0,0,10522460160,9421455360,
2020-01-01T05:47:30Z,0,0,10538188800,9437184000,
2020-01-01T05:48:00Z,0,0,10553917440,9452912640,
2020-01-01T05:48:30Z,0,0,10569646080,9468641280,
2020-01-01T05:49:00Z,0,0,10585374720,9484369920,
2020-01-01T05:49:30Z,0,0,10601103360,9500098560,
2020-01-01T05:50:00Z,0,0,10616832000,9515827200,
2020-01-01T05:50:30Z,0,0,10632560640,9531555840,
2020-01-01T05:51:00Z,0,0,10648289280,9547284480,
2020-01-01T05:51:30Z,0,1,10664017920,9484369920,
2020-01-01T05:52:00Z,0,1,10679746560,9421455360,
2020-01-01T05:52:30Z,0,1,10695475200,9358540800,
2020-01-01T05:53:00Z,0,1,10711203840,9295626240,
2020-01-01T05:53:30Z,0,1,10726932480,9232711680,
2020-01-01T05:54:00Z,0,0,10742661120,9248440320,
2020-01-01T05:54:30Z,0,0,10758389760,9264168960,
2020-01-01T05:55:00Z,0,0,10774118400,9279897600,
2020-01-01T05:55:30Z,0,0,10789847040,9295626240,
2020-01-01T05:56:00Z,0,0,10805575680,9311354880,
2020-01-01T05:56:30Z,0,0,10821304320,9327083520,
2020-01-01T05:57:00Z,0,0,10837032960,9342812160,
2020-01-01T05:57:30Z,0,0,10852761600,9358540800,
2020-01-01T05:58:00Z,0,0,10868490240,9374269440,
2020-01-01T05:58:30Z,0,0,10884218880,9389998080,
2020-01-01T05:59:00Z,0,0,10899947520,9405726720,
2020-01-01T05:59:30Z,0,0,10915676160,9421455360,
2020-01-01T06:00:00Z,0,0,10931404800,9437184000,
2020-01-01T06:00:30Z,0,0,10947133440,9452912640,
2020-01-01T06:01:00Z,0,0,10962862080,9468641280,
2020-01-01T06:01:30Z,0,0,10978590720,9484369920,
2020-01-01T06:02:00Z,0,0,10994319360,9500098560,
2020-01-01T06:02:30Z,0,0,11010048000,9515827200,
2020-01-01T06:03:00Z,0,0,11025776640,9531555840,
2020-01-01T06:03:30Z,0,0,11041505280,9547284480,
2020-01-01T06:04:00Z,0,0,11057233920,9563013120,
2020-01-01T06:04:30Z,0,0,11072962560,9578741760,
2020-01-01T06:05:00Z,0,0,11088691200,9594470400,
2020-01-01T06:05:30Z,0,0,11104419840,9610199040,
2020-01-01T06:06:00Z,0,0,11120148480,9625927680,
2020-01-01T06:06:30Z,0,0,11135877120,9641656320,
2020-01-01T06:07:00Z,0,0,11151605760,9657384960,
2020-01-01T06:07:30Z,0,0,11167334400,9673113600,
2020-01-01T06:08:00Z,0,0,11183063040,9688842240,
2020-01-01T06:08:30Z,0,0,11198791680,9704570880,
2020-01-01T06:09:00Z,0,0,11214520320,9720299520,
2020-01-01T06:09:30Z,0,0,11230248960,9736028160,
2020-01-01T06:10:00Z,0,0,11245977600,9751756800,
2020-01-01T06:10:30Z,0,0,11261706240,9767485440,
2020-01-01T06:11:00Z,0,0,11277434880,9783214080,
2020-01-01T06:11:30Z,0,0,11293163520,9798942720,
2020-01-01T06:12:00Z,0,0,11308892160,9814671360,
2020-01-01T06:12:30Z,0,0,11324620800,9830400000,
2020-01-01T06:13:00Z,0,0,11340349440,9846128640,
2020-01-01T06:13:30Z,0,0,11356078080,9861857280,
2020-01-01T06:14:00Z,0,0,11371806720,9877585920,
2020-01-01T06:14:30Z,0,0,11387535360,9893314560,
2020-01-01T06:15:00Z,0,0,11403264000,9909043200,
2020-01-01T06:15:30Z,0,0,11418992640,9924771840,
2020-01-01T06:16:00Z,0,0,11434721280,9940500480,
2020-01-01T06:16:30Z,0,0,11450449920,9956229120,
2020-01-01T06:17:00Z,0,0,11466178560,9971957760,
2020-01-01T06:17:30Z,0,0,11481907200,9987686400,
2020-01-01T06:18:00Z,0,0,11497635840,10003415040,
2020-01-01T06:18:30Z,0,0,11513364480,10019143680,
2020-01-01T06:19:00Z,0,0,11529093120,10034872320,
2020-01-01T06:19:30Z,0,0,11544821760,10050600960,
2020-01-01T06:20:00Z,0,0,11560550400,10066329600,
2020-01-01T06:20:30Z,0,0,11576279040,10082058240,
2020-01-01T06:21:00Z,0,0,11592007680,10097786880,
2020-01-01T06:21:30Z,0,0,11607736320,10113515520,
2020-01-01T06:22:00Z,0,0,11623464960,10129244160,
2020-01-01T06:22:30Z,0,0,11639193600,10144972800,
2020-01-01T06:23:00Z,0,0,11654922240,10160701440,
2020-01-01T06:23:30Z,0,0,11670650880,10176430080,
2020-01-01T06:24:00Z,0,0,11686379520,10192158720,
2020-01-01T06:24:30Z,0,0,11702108160,10207887360,
2020-01-01T06:25:00Z,0,0,11717836800,10223616000,
2020-01-01T06:25:30Z,0,0,11733565440,10239344640,
2020-01-01T06:26:00Z,0,0,11749294080,10255073280,
2020-01-01T06:26:30Z,0,0,11765022720,10270801920,
2020-01-01T06:27:00Z,0,0,11780751360,10286530560,
2020-01-01T06:27:30Z,0,0,11796480000,10302259200,
2020-01-01T06:28:00Z,0,0,11812208640,10317987840,
2020-01-01T06:28:30Z,0,0,11827937280,10333716480,
2020-01-01T06:29:00Z,0,0,11843665920,10349445120,
2020-01-01T06:29:30Z,0,0,11859394560,10365173760,
2020-01-01T06:30:00Z,0,0,11875123200,10380902400,
2020-01-01T06:30:30Z,0,0,11890851840,10396631040,
2020-01-01T06:31:00Z,0,0,11906580480,10412359680,
2020-01-01T06:31:30Z,0,0,11922309120,10428088320,
2020-01-01T06:32:00Z,0,0,11938037760,10443816960,
2020-01-01T06:32:30Z,0,0,11953766400,10459545600,
2020-01-01T06:33:00Z,0,0,11969495040,10475274240,
2020-01-01T06:33:30Z,0,0,11985223680,10491002880,
2020-01-01T06:34:00Z,0,0,12000952320,10506731520,
2020-01-01T06:34:30Z,0,0,12016680960,10522460160,
2020-01-01T06:35:00Z,0,0,12032409600,10538188800,
2020-01-01T06:35:30Z,0,0,12048138240,10553917440,
2020-01-01T06:36:00Z,0,0,12063866880,10569646080,
2020-01-01T06:36:30Z,0,0,12079595520,10585374720,
2020-01-01T06:37:00Z,0,0,12095324160,10601103360,
2020-01-01T06:37:30Z,0,0,12111052800,10616832000,
2020-01-01T06:38:00Z,0,0,12126781440,10632560640,
2020-01-01T06:38:30Z,0,0,12142510080,10648289280,
2020-01-01T06:39:00Z,0,0,12158238720,10664017920,
2020-01-01T06:39:30Z,0,0,12173967360,10679746560,
2020-01-01T06:40:00Z,0,0,12189696000,10695475200,
2020-01-01T06:40:30Z,0,0,12205424640,10711203840,
2020-01-01T06:41:00Z,0,0,12221153280,10726932480,
2020-01-01T06:41:30Z,0,0,12236881920,10742661120,
2020-01-01T06:42:00Z,0,0,12252610560,10758389760,
2020-01-01T06:42:30Z,0,0,12268339200,10774118400,
2020-01-01T06:43:00Z,0,0,12284067840,10789847040,
2020-01-01T06:43:30Z,0,0,12299796480,10805575680,
2020-01-01T06:44:00Z,0,0,12315525120,10821304320,
2020-01-01T06:44:30Z,0,0,12331253760,10837032960,
2020-01-01T06:45:00Z,0,0,12346982400,10852761600,
2020-01-01T06:45:30Z,0,0,12362711040,10868490240,
2020-01-01T06:46:00Z,0,0,12378439680,10884218880,
2020-01-01T06:46:30Z,0,0,12394168320,10899947520,
2020-01-01T06:47:00Z,0,0,12409896960,10915676160,
2020-01-01T06:47:30Z,0,0,12425625600,10931404800,
2020-01-01T06:48:00Z,0,0,12441354240,10947133440,
2020-01-01T06:48:30Z,0,0,12457082880,10962862080,
2020-01-01T06:49:00Z,0,0,12472811520,10978590720,
2020-01-01T06:49:30Z,0,0,12488540160,10994319360,
2020-01-01T06:50:00Z,0,0,12504268800,11010048000,
2020-01-01T06:50:30Z,0,0,12519997440,11025776640,
2020-01-01T06:51:00Z,0,0,12535726080,11041505280,
2020-01-01T06:51:30Z,0,0,12551454720,11057233920,
2020-01-01T06:52:00Z,0,0,12567183360,11072962560,
2020-01-01T06:52:30Z,0,0,12582912000,11088691200,
2020-01-01T06:53:00Z,0,0,12598640640,11104419840,
2020-01-01T06:53:30Z,0,0,12614369280,11120148480,
2020-01-01T06:54:00Z,0,0,12630097920,11135877120,
2020-01-01T06:54:30Z,0,0,12645826560,11151605760,
2020-01-01T06:55:00Z,0,0,12661555200,11167334400,
2020-01-01T06:55:30Z,0,0,12677283840,11183063040,
2020-01-01T06:56:00Z,0,0,12693012480,11198791680,
2020-01-01T06:56:30Z,0,0,12708741120,11214520320,
2020-01-01T06:57:00Z,0,0,12724469760,11230248960,
2020-01-01T06:57:30Z,0,0,12740198400,11245977600,
2020-01-01T06:58:00Z,0,0,12755927040,11261706240,
2020-01-01T06:58:30Z,0,0,12771655680,11277434880,
2020-01-01T06:59:00Z,0,0,12787384320,11293163520,
2020-01-01T06:59:30Z,0,0,12803112960,11308892160,
2020-01-01T07:00:00Z,0,0,12818841600,11324620800,
2020-01-01T07:00:30Z,0,0,12834570240,11340349440,
2020-01-01T07:01:00Z,0,0,12850298880,11356078080,
2020-01-01T07:01:30Z,0,0,12866027520,11371806720,
2020-01-01T07:02:00Z,0,0,12881756160,11387535360,
2020-01-01T07:02:30Z,0,0,12897484800,11403264000,
2020-01-01T07:03:00Z,0,0,12913213440,11418992640,
2020-01-01T07:03:30Z,0,0,12928942080,11434721280,
2020-01-01T07:04:00Z,0,0,12944670720,11450449920,
2020-01-01T07:04:30Z,0,0,12960399360,11466178560,
2020-01-01T07:05:00Z,0,0,12976128000,11481907200,
2020-01-01T07:05:30Z,0,0,12991856640,11497635840,
2020-01-01T07:06:00Z,0,0,13007585280,11513364480,
2020-01-01T07:06:30Z,0,0,13023313920,11529093120,
2020-01-01T07:07:00Z,0,0,13039042560,11544821760,
2020-01-01T07:07:30Z,0,0,13054771200,11560550400,
2020-01-01T07:08:00Z,0,0,13070499840,11576279040,
2020-01-01T07:08:30Z,0,0,13086228480,11592007680,
2020-01-01T07:09:00Z,0,0,13101957120,11607736320,
2020-01-01T07:09:30Z,0,0,13117685760,11623464960,
2020-01-01T07:10:00Z,0,0,13133414400,11639193600,
2020-01-01T07:10:30Z,0,0,13149143040,11654922240,
2020-01-01T07:11:00Z,0,0,13164871680,11670650880,
2020-01-01T07:11:30Z,0,0,13180600320,11686379520,
2020-01-01T07:12:00Z,0,0,13196328960,11702108160,
2020-01-01T07:12:30Z,0,0,13212057600,11717836800,
2020-01-01T07:13:00Z,0,0,13227786240,11733565440,
2020-01-01T07:13:30Z,0,0,13243514880,11749294080,
2020-01-01T07:14:00Z,0,0,13259243520,11765022720,
2020-01-01T07:14:30Z,0,0,13274972160,11780751360,
2020-01-01T07:15:00Z,0,0,13290700800,11796480000,
2020-01-01T07:15:30Z,0,0,13306429440,11812208640,
2020-01-01T07:16:00Z,0,0,13322158080,11827937280,
2020-01-01T07:16:30Z,0,0,13337886720,11843665920,
2020-01-01T07:17:00Z,0,0,13353615360,11859394560,
2020-01-01T07:17:30Z,0,0,13369344000,11875123200,
2020-01-01T07:18:00Z,0,0,13385072640,11890851840,
2020-01-01T07:18:30Z,0,0,13400801280,11906580480,
2020-01-01T07:19:00Z,0,0,13416529920,11922309120,
2020-01-01T07:19:30Z,0,0,13432258560,11938037760,
2020-01-01T07:20:00Z,0,0,13447987200,11953766400,
2020-01-01T07:20:30Z,0,0,13463715840,11969495040,
2020-01-01T07:21:00Z,0,0,13479444480,11985223680,
2020-01-01T07:21:30Z,0,0,13495173120,12000952320,
2020-01-01T07:22:00Z,0,0,13510901760,12016680960,
2020-01-01T07:22:30Z,0,0,13526630400,12032409600,
2020-01-01T07:23:00Z,0,0,13542359040,12048138240,
2020-01-01T07:23:30Z,0,0,13558087680,12063866880,
2020-01-01T07:24:00Z,0,0,13573816320,12079595520,
2020-01-01T07:24:30Z,0,0,13589544960,12095324160,
2020-01-01T07:25:00Z,0,0,13605273600,12111052800,
2020-01-01T07:25:30Z,0,0,13621002240,12126781440,
2020-01-01T07:26:00Z,0,0,13636730880,12142510080,
2020-01-01T07:26:30Z,0,0,13652459520,12158238720,
2020-01-01T07:27:00Z,0,0,13668188160,12173967360,
2020-01-01T07:27:30Z,0,0,13683916800,12189696000,
2020-01-01T07:28:00Z,0,0,13699645440,12205424640,
2020-01-01T07:28:30Z,0,1,13715374080,12142510080,P2S0->P1S0
2020-01-01T07:29:00Z,0,1,13731102720,12079595520,
2020-01-01T07:29:30Z,0,1,13746831360,12016680960,
2020-01-01T07:30:00Z,0,1,13762560000,11953766400,
2020-01-01T07:30:30Z,0,1,13778288640,11890851840,
2020-01-01T07:31:00Z,0,1,13794017280,11827937280,
2020-01-01T07:31:30Z,0,1,13809745920,11765022720,
2020-01-01T07:32:00Z,0,1,13825474560,11702108160,
2020-01-01T07:32:30Z,0,1,13841203200,11639193600,
2020-01-01T07:33:00Z,0,1,13856931840,11576279040,
2020-01-01T07:33:30Z,0,1,13872660480,11513364480,
2020-01-01T07:34:00Z,0,1,13888389120,11450449920,
2020-01-01T07:34:30Z,0,1,13904117760,11387535360,
2020-01-01T07:35:00Z,0,0,13919846400,11403264000,
2020-01-01T07:35:30Z,0,0,13935575040,11418992640,
2020-01-01T07:36:00Z,0,0,13951303680,11434721280,
2020-01-01T07:36:30Z,0,0,13967032320,11450449920,
2020-01-01T07:37:00Z,0,0,13982760960,11466178560,
2020-01-01T07:37:30Z,0,0,13998489600,11481907200,
2020-01-01T07:38:00Z,0,0,14014218240,11497635840,
2020-01-01T07:38:30Z,0,0,14029946880,11513364480,
2020-01-01T07:39:00Z,0,0,14045675520,11529093120,
2020-01-01T07:39:30Z,0,0,14061404160,11544821760,
2020-01-01T07:40:00Z,0,0,14077132800,11560550400,
2020-01-01T07:40:30Z,0,0,14092861440,11576279040,
2020-01-01T07:41:00Z,0,0,14108590080,11592007680,
2020-01-01T07:41:30Z,0,0,14124318720,11607736320,
2020-01-01T07:42:00Z,0,0,14140047360,11623464960,
2020-01-01T07:42:30Z,0,0,14155776000,11639193600,
2020-01-01T07:43:00Z,0,0,14171504640,11654922240,
2020-01-01T07:43:30Z,0,0,14187233280,11670650880,
