architecture,thread,terminal_class,condition,trial_idx,total_passes,passes_met,cadence_rate,structural_incapacity,success
ContactAware,MT4_PERSISTENT_MONITORING,VEHICLE_MOUNTED,CONTACT_DENIAL,16,0,0,0.0,True,False
ThreadAwarePriority,MT4_PERSISTENT_MONITORING,VEHICLE_MOUNTED,CONTACT_DENIAL,16,28,19,0.6785714285714286,False,False
GroundOnly,MT4_PERSISTENT_MONITORING,VEHICLE_MOUNTED,CONTACT_DENIAL,17,0,0,0.0,True,False
CompressedFull,MT4_PERSISTENT_MONITORING,VEHICLE_MOUNTED,CONTACT_DENIAL,17,0,0,0.0,True,False
QuicklookFirst,MT4_PERSISTENT_MONITORING,VEHICLE_MOUNTED,CONTACT_DENIAL,17,0,0,0.0,True,False
RoiFirst,MT4_PERSISTENT_MONITORING,VEHICLE_MOUNTED,CONTACT_DENIAL,17,0,0,0.0,True,False
Progressive,MT4_PERSISTENT_MONITORING,VEHICLE_MOUNTED,CONTACT_DENIAL,17,28,20,0.7142857142857143,False,False
ContactAware,MT4_PERSISTENT_MONITORING,VEHICLE_MOUNTED,CONTACT_DENIAL,17,0,0,0.0,True,False
ThreadAwarePriority,MT4_PERSISTENT_MONITORING,VEHICLE_MOUNTED,CONTACT_DENIAL,17,28,20,0.7142857142857143,False,False
GroundOnly,MT4_PERSISTENT_MONITORING,VEHICLE_MOUNTED,CONTACT_DENIAL,18,0,0,0.0,True,False
CompressedFull,MT4_PERSISTENT_MONITORING,VEHICLE_MOUNTED,CONTACT_DENIAL,18,0,0,0.0,True,False
QuicklookFirst,MT4_PERSISTENT_MONITORING,VEHICLE_MOUNTED,CONTACT_DENIAL,18,0,0,0.0,True,False
RoiFirst,MT4_PERSISTENT_MONITORING,VEHICLE_MOUNTED,CONTACT_DENIAL,18,0,0,0.0,True,False
Progressive,MT4_PERSISTENT_MONITORING,VEHICLE_MOUNTED,CONTACT_DENIAL,18,28,16,0.5714285714285714,False,False
ContactAware,MT4_PERSISTENT_MONITORING,VEHICLE_MOUNTED,CONTACT_DENIAL,18,0,0,0.0,True,False
ThreadAwarePriority,MT4_PERSISTENT_MONITORING,VEHICLE_MOUNTED,CONTACT_DENIAL,18,28,16,0.5714285714285714,False,False
GroundOnly,MT4_PERSISTENT_MONITORING,VEHICLE_MOUNTED,CONTACT_DENIAL,19,0,0,0.0,True,False
CompressedFull,MT4_PERSISTENT_MONITORING,VEHICLE_MOUNTED,CONTACT_DENIAL,19,0,0,0.0,True,False
QuicklookFirst,MT4_PERSISTENT_MONITORING,VEHICLE_MOUNTED,CONTACT_DENIAL,19,0,0,0.0,True,False
RoiFirst,MT4_PERSISTENT_MONITORING,VEHICLE_MOUNTED,CONTACT_DENIAL,19,0,0,0.0,True,False
Progressive,MT4_PERSISTENT_MONITORING,VEHICLE_MOUNTED,CONTACT_DENIAL,19,28,20,0.7142857142857143,False,True
ContactAware,MT4_PERSISTENT_MONITORING,VEHICLE_MOUNTED,CONTACT_DENIAL,19,0,0,0.0,True,False
ThreadAwarePriority,MT4_PERSISTENT_MONITORING,VEHICLE_MOUNTED,CONTACT_DENIAL,19,28,20,0.7142857142857143,False,True
GroundOnly,MT4_PERSISTENT_MONITORING,VEHICLE_MOUNTED,CONTACT_DENIAL,20,0,0,0.0,True,False
CompressedFull,MT4_PERSISTENT_MONITORING,VEHICLE_MOUNTED,CONTACT_DENIAL,20,0,0,0.0,True,False
QuicklookFirst,MT4_PERSISTENT_MONITORING,VEHICLE_MOUNTED,CONTACT_DENIAL,20,0,0,0.0,True,False
RoiFirst,MT4_PERSISTENT_MONITORING,VEHICLE_MOUNTED,CONTACT_DENIAL,20,0,0,0.0,True,False
Progressive,MT4_PERSISTENT_MONITORING,VEHICLE_MOUNTED,CONTACT_DENIAL,20,28,21,0.75,False,False
ContactAware,MT4_PERSISTENT_MONITORING,VEHICLE_MOUNTED,CONTACT_DENIAL,20,0,0,0.0,True,False
ThreadAwarePriority,MT4_PERSISTENT_MONITORING,VEHICLE_MOUNTED,CONTACT_DENIAL,20,28,21,0.75,False,False
GroundOnly,MT4_PERSISTENT_MONITORING,VEHICLE_MOUNTED,CONTACT_DENIAL,21,0,0,0.0,True,False
CompressedFull,MT4_PERSISTENT_MONITORING,VEHICLE_MOUNTED,CONTACT_DENIAL,21,0,0,0.0,True,False
QuicklookFirst,MT4_PERSISTENT_MONITORING,VEHICLE_MOUNTED,CONTACT_DENIAL,21,0,0,0.0,True,False
RoiFirst,MT4_PERSISTENT_MONITORING,VEHICLE_MOUNTED,CONTACT_DENIAL,21,0,0,0.0,True,False
Progressive,MT4_PERSISTENT_MONITORING,VEHICLE_MOUNTED,CONTACT_DENIAL,21,28,21,0.75,False,True
ContactAware,MT4_PERSISTENT_MONITORING,VEHICLE_MOUNTED,CONTACT_DENIAL,21,0,0,0.0,True,False
ThreadAwarePriority,MT4_PERSISTENT_MONITORING,VEHICLE_MOUNTED,CONTACT_DENIAL,21,28,21,0.75,False,True
GroundOnly,MT4_PERSISTENT_MONITORING,VEHICLE_MOUNTED,CONTACT_DENIAL,22,0,0,0.0,True,False
CompressedFull,MT4_PERSISTENT_MONITORING,VEHICLE_MOUNTED,CONTACT_DENIAL,22,0,0,0.0,True,False
QuicklookFirst,MT4_PERSISTENT_MONITORING,VEHICLE_MOUNTED,CONTACT_DENIAL,22,0,0,0.0,True,False
RoiFirst,MT4_PERSISTENT_MONITORING,VEHICLE_MOUNTED,CONTACT_DENIAL,22,0,0,0.0,True,False
Progressive,MT4_PERSISTENT_MONITORING,VEHICLE_MOUNTED,CONTACT_DENIAL,22,28,20,0.7142857142857143,False,False
ContactAware,MT4_PERSISTENT_MONITORING,VEHICLE_MOUNTED,CONTACT_DENIAL,22,0,0,0.0,True,False
ThreadAwarePriority,MT4_PERSISTENT_MONITORING,VEHICLE_MOUNTED,CONTACT_DENIAL,22,28,20,0.7142857142857143,False,False
GroundOnly,MT4_PERSISTENT_MONITORING,VEHICLE_MOUNTED,CONTACT_DENIAL,23,0,0,0.0,True,False
CompressedFull,MT4_PERSISTENT_MONITORING,VEHICLE_MOUNTED,CONTACT_DENIAL,23,0,0,0.0,True,False
QuicklookFirst,MT4_PERSISTENT_MONITORING,VEHICLE_MOUNTED,CONTACT_DENIAL,23,0,0,0.0,True,False
RoiFirst,MT4_PERSISTENT_MONITORING,VEHICLE_MOUNTED,CONTACT_DENIAL,23,0,0,0.0,True,False
Progressive,MT4_PERSISTENT_MONITORING,VEHICLE_MOUNTED,CONTACT_DENIAL,23,28,17,0.6071428571428571,False,False
ContactAware,MT4_PERSISTENT_MONITORING,VEHICLE_MOUNTED,CONTACT_DENIAL,23,0,0,0.0,True,False
ThreadAwarePriority,MT4_PERSISTENT_MONITORING,VEHICLE_MOUNTED,CONTACT_DENIAL,23,28,17,0.6071428571428571,False,False
GroundOnly,MT4_PERSISTENT_MONITORING,VEHICLE_MOUNTED,CONTACT_DENIAL,24,0,0,0.0,True,False
CompressedFull,MT4_PERSISTENT_MONITORING,VEHICLE_MOUNTED,CONTACT_DENIAL,24,0,0,0.0,True,False
QuicklookFirst,MT4_PERSISTENT_MONITORING,VEHICLE_MOUNTED,CONTACT_DENIAL,24,0,0,0.0,True,False
RoiFirst,MT4_PERSISTENT_MONITORING,VEHICLE_MOUNTED,CONTACT_DENIAL,24,0,0,0.0,True,False
Progressive,MT4_PERSISTENT_MONITORING,VEHICLE_MOUNTED,CONTACT_DENIAL,24,28,18,0.6428571428571429,False,False
ContactAware,MT4_PERSISTENT_MONITORING,VEHICLE_MOUNTED,CONTACT_DENIAL,24,0,0,0.0,True,False
ThreadAwarePriority,MT4_PERSISTENT_MONITORING,VEHICLE_MOUNTED,CONTACT_DENIAL,24,28,18,0.6428571428571429,False,False
GroundOnly,MT4_PERSISTENT_MONITORING,VEHICLE_MOUNTED,CONTACT_DENIAL,25,0,0,0.0,True,False
CompressedFull,MT4_PERSISTENT_MONITORING,VEHICLE_MOUNTED,CONTACT_DENIAL,25,0,0,0.0,True,False
QuicklookFirst,MT4_PERSISTENT_MONITORING,VEHICLE_MOUNTED,CONTACT_DENIAL,25,0,0,0.0,True,False
RoiFirst,MT4_PERSISTENT_MONITORING,VEHICLE_MOUNTED,CONTACT_DENIAL,25,0,0,0.0,True,False
Progressive,MT4_PERSISTENT_MONITORING,VEHICLE_MOUNTED,CONTACT_DENIAL,25,28,20,0.7142857142857143,False,False
ContactAware,MT4_PERSISTENT_MONITORING,VEHICLE_MOUNTED,CONTACT_DENIAL,25,0,0,0.0,True,False
ThreadAwarePriority,MT4_PERSISTENT_MONITORING,VEHICLE_MOUNTED,CONTACT_DENIAL,25,28,20,0.7142857142857143,False,False
GroundOnly,MT4_PERSISTENT_MONITORING,VEHICLE_MOUNTED,CONTACT_DENIAL,26,0,0,0.0,True,False
CompressedFull,MT4_PERSISTENT_MONITORING,VEHICLE_MOUNTED,CONTACT_DENIAL,26,0,0,0.0,True,False
QuicklookFirst,MT4_PERSISTENT_MONITORING,VEHICLE_MOUNTED,CONTACT_DENIAL,26,0,0,0.0,True,False
RoiFirst,MT4_PERSISTENT_MONITORING,VEHICLE_MOUNTED,CONTACT_DENIAL,26,0,0,0.0,True,False
Progressive,MT4_PERSISTENT_MONITORING,VEHICLE_MOUNTED,CONTACT_DENIAL,26,28,17,0.6071428571428571,False,False
ContactAware,MT4_PERSISTENT_MONITORING,VEHICLE_MOUNTED,CONTACT_DENIAL,26,0,0,0.0,True,False
ThreadAwarePriority,MT4_PERSISTENT_MONITORING,VEHICLE_MOUNTED,CONTACT_DENIAL,26,28,17,0.6071428571428571,False,False
GroundOnly,MT4_PERSISTENT_MONITORING,VEHICLE_MOUNTED,CONTACT_DENIAL,27,0,0,0.0,True,False
CompressedFull,MT4_PERSISTENT_MONITORING,VEHICLE_MOUNTED,CONTACT_DENIAL,27,0,0,0.0,True,False
QuicklookFirst,MT4_PERSISTENT_MONITORING,VEHICLE_MOUNTED,CONTACT_DENIAL,27,0,0,0.0,True,False
RoiFirst,MT4_PERSISTENT_MONITORING,VEHICLE_MOUNTED,CONTACT_DENIAL,27,0,0,0.0,True,False
Progressive,MT4_PERSISTENT_MONITORING,VEHICLE_MOUNTED,CONTACT_DENIAL,27,28,21,0.75,False,False
ContactAware,MT4_PERSISTENT_MONITORING,VEHICLE_MOUNTED,CONTACT_DENIAL,27,0,0,0.0,True,False
ThreadAwarePriority,MT4_PERSISTENT_MONITORING,VEHICLE_MOUNTED,CONTACT_DENIAL,27,28,21,0.75,False,False
GroundOnly,MT4_PERSISTENT_MONITORING,VEHICLE_MOUNTED,CONTACT_DENIAL,28,0,0,0.0,True,False
CompressedFull,MT4_PERSISTENT_MONITORING,VEHICLE_MOUNTED,CONTACT_DENIAL,28,0,0,0.0,True,False
QuicklookFirst,MT4_PERSISTENT_MONITORING,VEHICLE_MOUNTED,CONTACT_DENIAL,28,0,0,0.0,True,False
RoiFirst,MT4_PERSISTENT_MONITORING,VEHICLE_MOUNTED,CONTACT_DENIAL,28,0,0,0.0,True,False
Progressive,MT4_PERSISTENT_MONITORING,VEHICLE_MOUNTED,CONTACT_DENIAL,28,28,14,0.5,False,False
ContactAware,MT4_PERSISTENT_MONITORING,VEHICLE_MOUNTED,CONTACT_DENIAL,28,0,0,0.0,True,False
ThreadAwarePriority,MT4_PERSISTENT_MONITORING,VEHICLE_MOUNTED,CONTACT_DENIAL,28,28,14,0.5,False,False
GroundOnly,MT4_PERSISTENT_MONITORING,VEHICLE_MOUNTED,CONTACT_DENIAL,29,0,0,0.0,True,False
CompressedFull,MT4_PERSISTENT_MONITORING,VEHICLE_MOUNTED,CONTACT_DENIAL,29,0,0,0.0,True,False
QuicklookFirst,MT4_PERSISTENT_MONITORING,VEHICLE_MOUNTED,CONTACT_DENIAL,29,0,0,0.0,True,False
RoiFirst,MT4_PERSISTENT_MONITORING,VEHICLE_MOUNTED,CONTACT_DENIAL,29,0,0,0.0,True,False
Progressive,MT4_PERSISTENT_MONITORING,VEHICLE_MOUNTED,CONTACT_DENIAL,29,28,19,0.6785714285714286,False,False
ContactAware,MT4_PERSISTENT_MONITORING,VEHICLE_MOUNTED,CONTACT_DENIAL,29,0,0,0.0,True,False
ThreadAwarePriority,MT4_PERSISTENT_MONITORING,VEHICLE_MOUNTED,CONTACT_DENIAL,29,28,19,0.6785714285714286,False,False
GroundOnly,MT4_PERSISTENT_MONITORING,VEHICLE_MOUNTED,REACHBACK_LOST,0,0,0,0.0,True,False
CompressedFull,MT4_PERSISTENT_MONITORING,VEHICLE_MOUNTED,REACHBACK_LOST,0,0,0,0.0,True,False
QuicklookFirst,MT4_PERSISTENT_MONITORING,VEHICLE_MOUNTED,REACHBACK_LOST,0,0,0,0.0,True,False
RoiFirst,MT4_PERSISTENT_MONITORING,VEHICLE_MOUNTED,REACHBACK_LOST,0,0,0,0.0,True,False
Progressive,MT4_PERSISTENT_MONITORING,VEHICLE_MOUNTED,REACHBACK_LOST,0,28,28,1.0,False,True
ContactAware,MT4_PERSISTENT_MONITORING,VEHICLE_MOUNTED,REACHBACK_LOST,0,0,0,0.0,True,False
ThreadAwarePriority,MT4_PERSISTENT_MONITORING,VEHICLE_MOUNTED,REACHBACK_LOST,0,28,28,1.0,False,True
GroundOnly,MT4_PERSISTENT_MONITORING,VEHICLE_MOUNTED,REACHBACK_LOST,1,0,0,0.0,True,False
CompressedFull,MT4_PERSISTENT_MONITORING,VEHICLE_MOUNTED,REACHBACK_LOST,1,0,0,0.0,True,False
QuicklookFirst,MT4_PERSISTENT_MONITORING,VEHICLE_MOUNTED,REACHBACK_LOST,1,0,0,0.0,True,False
RoiFirst,MT4_PERSISTENT_MONITORING,VEHICLE_MOUNTED,REACHBACK_LOST,1,0,0,0.0,True,False
Progressive,MT4_PERSISTENT_MONITORING,VEHICLE_MOUNTED,REACHBACK_LOST,1,28,28,1.0,False,True
ContactAware,MT4_PERSISTENT_MONITORING,VEHICLE_MOUNTED,REACHBACK_LOST,1,0,0,0.0,True,False
ThreadAwarePriority,MT4_PERSISTENT_MONITORING,VEHICLE_MOUNTED,REACHBACK_LOST,1,28,28,1.0,False,True
GroundOnly,MT4_PERSISTENT_MONITORING,VEHICLE_MOUNTED,REACHBACK_LOST,2,0,0,0.0,True,False
CompressedFull,MT4_PERSISTENT_MONITORING,VEHICLE_MOUNTED,REACHBACK_LOST,2,0,0,0.0,True,False
QuicklookFirst,MT4_PERSISTENT_MONITORING,VEHICLE_MOUNTED,REACHBACK_LOST,2,0,0,0.0,True,False
RoiFirst,MT4_PERSISTENT_MONITORING,VEHICLE_MOUNTED,REACHBACK_LOST,2,0,0,0.0,True,False
Progressive,MT4_PERSISTENT_MONITORING,VEHICLE_MOUNTED,REACHBACK_LOST,2,28,28,1.0,False,True
ContactAware,MT4_PERSISTENT_MONITORING,VEHICLE_MOUNTED,REACHBACK_LOST,2,0,0,0.0,True,False
ThreadAwarePriority,MT4_PERSISTENT_MONITORING,VEHICLE_MOUNTED,REACHBACK_LOST,2,28,28,1.0,False,True
GroundOnly,MT4_PERSISTENT_MONITORING,VEHICLE_MOUNTED,REACHBACK_LOST,3,0,0,0.0,True,False
CompressedFull,MT4_PERSISTENT_MONITORING,VEHICLE_MOUNTED,REACHBACK_LOST,3,0,0,0.0,True,False
QuicklookFirst,MT4_PERSISTENT_MONITORING,VEHICLE_MOUNTED,REACHBACK_LOST,3,0,0,0.0,True,False
RoiFirst,MT4_PERSISTENT_MONITORING,VEHICLE_MOUNTED,REACHBACK_LOST,3,0,0,0.0,True,False
Progressive,MT4_PERSISTENT_MONITORING,VEHICLE_MOUNTED,REACHBACK_LOST,3,28,28,1.0,False,True
ContactAware,MT4_PERSISTENT_MONITORING,VEHICLE_MOUNTED,REACHBACK_LOST,3,0,0,0.0,True,False
ThreadAwarePriority,MT4_PERSISTENT_MONITORING,VEHICLE_MOUNTED,REACHBACK_LOST,3,28,28,1.0,False,True
GroundOnly,MT4_PERSISTENT_MONITORING,VEHICLE_MOUNTED,REACHBACK_LOST,4,0,0,0.0,True,False
CompressedFull,MT4_PERSISTENT_MONITORING,VEHICLE_MOUNTED,REACHBACK_LOST,4,0,0,0.0,True,False
QuicklookFirst,MT4_PERSISTENT_MONITORING,VEHICLE_MOUNTED,REACHBACK_LOST,4,0,0,0.0,True,False
RoiFirst,MT4_PERSISTENT_MONITORING,VEHICLE_MOUNTED,REACHBACK_LOST,4,0,0,0.0,True,False
Progressive,MT4_PERSISTENT_MONITORING,VEHICLE_MOUNTED,REACHBACK_LOST,4,28,28,1.0,False,True
ContactAware,MT4_PERSISTENT_MONITORING,VEHICLE_MOUNTED,REACHBACK_LOST,4,0,0,0.0,True,False
ThreadAwarePriority,MT4_PERSISTENT_MONITORING,VEHICLE_MOUNTED,REACHBACK_LOST,4,28,28,1.0,False,True
GroundOnly,MT4_PERSISTENT_MONITORING,VEHICLE_MOUNTED,REACHBACK_LOST,5,0,0,0.0,True,False
CompressedFull,MT4_PERSISTENT_MONITORING,VEHICLE_MOUNTED,REACHBACK_LOST,5,0,0,0.0,True,False
QuicklookFirst,MT4_PERSISTENT_MONITORING,VEHICLE_MOUNTED,REACHBACK_LOST,5,0,0,0.0,True,False
RoiFirst,MT4_PERSISTENT_MONITORING,VEHICLE_MOUNTED,REACHBACK_LOST,5,0,0,0.0,True,False
Progressive,MT4_PERSISTENT_MONITORING,VEHICLE_MOUNTED,REACHBACK_LOST,5,28,28,1.0,False,True
ContactAware,MT4_PERSISTENT_MONITORING,VEHICLE_MOUNTED,REACHBACK_LOST,5,0,0,0.0,True,False
ThreadAwarePriority,MT4_PERSISTENT_MONITORING,VEHICLE_MOUNTED,REACHBACK_LOST,5,28,28,1.0,False,True
GroundOnly,MT4_PERSISTENT_MONITORING,VEHICLE_MOUNTED,REACHBACK_LOST,6,0,0,0.0,True,False
CompressedFull,MT4_PERSISTENT_MONITORING,VEHICLE_MOUNTED,REACHBACK_LOST,6,0,0,0.0,True,False
QuicklookFirst,MT4_PERSISTENT_MONITORING,VEHICLE_MOUNTED,REACHBACK_LOST,6,0,0,0.0,True,False
RoiFirst,MT4_PERSISTENT_MONITORING,VEHICLE_MOUNTED,REACHBACK_LOST,6,0,0,0.0,True,False
Progressive,MT4_PERSISTENT_MONITORING,VEHICLE_MOUNTED,REACHBACK_LOST,6,28,28,1.0,False,True
ContactAware,MT4_PERSISTENT_MONITORING,VEHICLE_MOUNTED,REACHBACK_LOST,6,0,0,0.0,True,False
ThreadAwarePriority,MT4_PERSISTENT_MONITORING,VEHICLE_MOUNTED,REACHBACK_LOST,6,28,28,1.0,False,True
GroundOnly,MT4_PERSISTENT_MONITORING,VEHICLE_MOUNTED,REACHBACK_LOST,7,0,0,0.0,True,False
CompressedFull,MT4_PERSISTENT_MONITORING,VEHICLE_MOUNTED,REACHBACK_LOST,7,0,0,0.0,True,False
QuicklookFirst,MT4_PERSISTENT_MONITORING,VEHICLE_MOUNTED,REACHBACK_LOST,7,0,0,0.0,True,False
RoiFirst,MT4_PERSISTENT_MONITORING,VEHICLE_MOUNTED,REACHBACK_LOST,7,0,0,0.0,True,False
Progressive,MT4_PERSISTENT_MONITORING,VEHICLE_MOUNTED,REACHBACK_LOST,7,28,28,1.0,False,True
ContactAware,MT4_PERSISTENT_MONITORING,VEHICLE_MOUNTED,REACHBACK_LOST,7,0,0,0.0,True,False
ThreadAwarePriority,MT4_PERSISTENT_MONITORING,VEHICLE_MOUNTED,REACHBACK_LOST,7,28,28,1.0,False,True
GroundOnly,MT4_PERSISTENT_MONITORING,VEHICLE_MOUNTED,REACHBACK_LOST,8,0,0,0.0,True,False
CompressedFull,MT4_PERSISTENT_MONITORING,VEHICLE_MOUNTED,REACHBACK_LOST,8,0,0,0.0,True,False
QuicklookFirst,MT4_PERSISTENT_MONITORING,VEHICLE_MOUNTED,REACHBACK_LOST,8,0,0,0.0,True,False
RoiFirst,MT4_PERSISTENT_MONITORING,VEHICLE_MOUNTED,REACHBACK_LOST,8,0,0,0.0,True,False
Progressive,MT4_PERSISTENT_MONITORING,VEHICLE_MOUNTED,REACHBACK_LOST,8,28,28,1.0,False,True
ContactAware,MT4_PERSISTENT_MONITORING,VEHICLE_MOUNTED,REACHBACK_LOST,8,0,0,0.0,True,False
ThreadAwarePriority,MT4_PERSISTENT_MONITORING,VEHICLE_MOUNTED,REACHBACK_LOST,8,28,28,1.0,False,True
GroundOnly,MT4_PERSISTENT_MONITORING,VEHICLE_MOUNTED,REACHBACK_LOST,9,0,0,0.0,True,False
CompressedFull,MT4_PERSISTENT_MONITORING,VEHICLE_MOUNTED,REACHBACK_LOST,9,0,0,0.0,True,False
QuicklookFirst,MT4_PERSISTENT_MONITORING,VEHICLE_MOUNTED,REACHBACK_LOST,9,0,0,0.0,True,False
RoiFirst,MT4_PERSISTENT_MONITORING,VEHICLE_MOUNTED,REACHBACK_LOST,9,0,0,0.0,True,False
Progressive,MT4_PERSISTENT_MONITORING,VEHICLE_MOUNTED,REACHBACK_LOST,9,28,28,1.0,False,True
ContactAware,MT4_PERSISTENT_MONITORING,VEHICLE_MOUNTED,REACHBACK_LOST,9,0,0,0.0,True,False
ThreadAwarePriority,MT4_PERSISTENT_MONITORING,VEHICLE_MOUNTED,REACHBACK_LOST,9,28,28,1.0,False,True
GroundOnly,MT4_PERSISTENT_MONITORING,VEHICLE_MOUNTED,REACHBACK_LOST,10,0,0,0.0,True,False
CompressedFull,MT4_PERSISTENT_MONITORING,VEHICLE_MOUNTED,REACHBACK_LOST,10,0,0,0.0,True,False
QuicklookFirst,MT4_PERSISTENT_MONITORING,VEHICLE_MOUNTED,REACHBACK_LOST,10,0,0,0.0,True,False
RoiFirst,MT4_PERSISTENT_MONITORING,VEHICLE_MOUNTED,REACHBACK_LOST,10,0,0,0.0,True,False
Progressive,MT4_PERSISTENT_MONITORING,VEHICLE_MOUNTED,REACHBACK_LOST,10,28,28,1.0,False,True
ContactAware,MT4_PERSISTENT_MONITORING,VEHICLE_MOUNTED,REACHBACK_LOST,10,0,0,0.0,True,False
ThreadAwarePriority,MT4_PERSISTENT_MONITORING,VEHICLE_MOUNTED,REACHBACK_LOST,10,28,28,1.0,False,True
GroundOnly,MT4_PERSISTENT_MONITORING,VEHICLE_MOUNTED,REACHBACK_LOST,11,0,0,0.0,True,False
CompressedFull,MT4_PERSISTENT_MONITORING,VEHICLE_MOUNTED,REACHBACK_LOST,11,0,0,0.0,True,False
QuicklookFirst,MT4_PERSISTENT_MONITORING,VEHICLE_MOUNTED,REACHBACK_LOST,11,0,0,0.0,True,False
RoiFirst,MT4_PERSISTENT_MONITORING,VEHICLE_MOUNTED,REACHBACK_LOST,11,0,0,0.0,True,False
Progressive,MT4_PERSISTENT_MONITORING,VEHICLE_MOUNTED,REACHBACK_LOST,11,28,28,1.0,False,True
ContactAware,MT4_PERSISTENT_MONITORING,VEHICLE_MOUNTED,REACHBACK_LOST,11,0,0,0.0,True,False
ThreadAwarePriority,MT4_PERSISTENT_MONITORING,VEHICLE_MOUNTED,REACHBACK_LOST,11,28,28,1.0,False,True
GroundOnly,MT4_PERSISTENT_MONITORING,VEHICLE_MOUNTED,REACHBACK_LOST,12,0,0,0.0,True,False
CompressedFull,MT4_PERSISTENT_MONITORING,VEHICLE_MOUNTED,REACHBACK_LOST,12,0,0,0.0,True,False
QuicklookFirst,MT4_PERSISTENT_MONITORING,VEHICLE_MOUNTED,REACHBACK_LOST,12,0,0,0.0,True,False
RoiFirst,MT4_PERSISTENT_MONITORING,VEHICLE_MOUNTED,REACHBACK_LOST,12,0,0,0.0,True,False
Progressive,MT4_PERSISTENT_MONITORING,VEHICLE_MOUNTED,REACHBACK_LOST,12,28,28,1.0,False,True
ContactAware,MT4_PERSISTENT_MONITORING,VEHICLE_MOUNTED,REACHBACK_LOST,12,0,0,0.0,True,False
ThreadAwarePriority,MT4_PERSISTENT_MONITORING,VEHICLE_MOUNTED,REACHBACK_LOST,12,28,28,1.0,False,True
GroundOnly,MT4_PERSISTENT_MONITORING,VEHICLE_MOUNTED,REACHBACK_LOST,13,0,0,0.0,True,False
CompressedFull,MT4_PERSISTENT_MONITORING,VEHICLE_MOUNTED,REACHBACK_LOST,13,0,0,0.0,True,False
QuicklookFirst,MT4_PERSISTENT_MONITORING,VEHICLE_MOUNTED,REACHBACK_LOST,13,0,0,0.0,True,False
RoiFirst,MT4_PERSISTENT_MONITORING,VEHICLE_MOUNTED,REACHBACK_LOST,13,0,0,0.0,True,False
Progressive,MT4_PERSISTENT_MONITORING,VEHICLE_MOUNTED,REACHBACK_LOST,13,28,28,1.0,False,True
ContactAware,MT4_PERSISTENT_MONITORING,VEHICLE_MOUNTED,REACHBACK_LOST,13,0,0,0.0,True,False
ThreadAwarePriority,MT4_PERSISTENT_MONITORING,VEHICLE_MOUNTED,REACHBACK_LOST,13,28,28,1.0,False,True
GroundOnly,MT4_PERSISTENT_MONITORING,VEHICLE_MOUNTED,REACHBACK_LOST,14,0,0,0.0,True,False
CompressedFull,MT4_PERSISTENT_MONITORING,VEHICLE_MOUNTED,REACHBACK_LOST,14,0,0,0.0,True,False
QuicklookFirst,MT4_PERSISTENT_MONITORING,VEHICLE_MOUNTED,REACHBACK_LOST,14,0,0,0.0,True,False
RoiFirst,MT4_PERSISTENT_MONITORING,VEHICLE_MOUNTED,REACHBACK_LOST,14,0,0,0.0,True,False
Progressive,MT4_PERSISTENT_MONITORING,VEHICLE_MOUNTED,REACHBACK_LOST,14,28,28,1.0,False,True
ContactAware,MT4_PERSISTENT_MONITORING,VEHICLE_MOUNTED,REACHBACK_LOST,14,0,0,0.0,True,False
ThreadAwarePriority,MT4_PERSISTENT_MONITORING,VEHICLE_MOUNTED,REACHBACK_LOST,14,28,28,1.0,False,True
GroundOnly,MT4_PERSISTENT_MONITORING,VEHICLE_MOUNTED,REACHBACK_LOST,15,0,0,0.0,True,False
CompressedFull,MT4_PERSISTENT_MONITORING,VEHICLE_MOUNTED,REACHBACK_LOST,15,0,0,0.0,True,False
QuicklookFirst,MT4_PERSISTENT_MONITORING,VEHICLE_MOUNTED,REACHBACK_LOST,15,0,0,0.0,True,False
RoiFirst,MT4_PERSISTENT_MONITORING,VEHICLE_MOUNTED,REACHBACK_LOST,15,0,0,0.0,True,False
Progressive,MT4_PERSISTENT_MONITORING,VEHICLE_MOUNTED,REACHBACK_LOST,15,28,28,1.0,False,True
ContactAware,MT4_PERSISTENT_MONITORING,VEHICLE_MOUNTED,REACHBACK_LOST,15,0,0,0.0,True,False
ThreadAwarePriority,MT4_PERSISTENT_MONITORING,VEHICLE_MOUNTED,REACHBACK_LOST,15,28,28,1.0,False,True
GroundOnly,MT4_PERSISTENT_MONITORING,VEHICLE_MOUNTED,REACHBACK_LOST,16,0,0,0.0,True,False
CompressedFull,MT4_PERSISTENT_MONITORING,VEHICLE_MOUNTED,REACHBACK_LOST,16,0,0,0.0,True,False
QuicklookFirst,MT4_PERSISTENT_MONITORING,VEHICLE_MOUNTED,REACHBACK_LOST,16,0,0,0.0,True,False
RoiFirst,MT4_PERSISTENT_MONITORING,VEHICLE_MOUNTED,REACHBACK_LOST,16,0,0,0.0,True,False
Progressive,MT4_PERSISTENT_MONITORING,VEHICLE_MOUNTED,REACHBACK_LOST,16,28,28,1.0,False,True
ContactAware,MT4_PERSISTENT_MONITORING,VEHICLE_MOUNTED,REACHBACK_LOST,16,0,0,0.0,True,False
ThreadAwarePriority,MT4_PERSISTENT_MONITORING,VEHICLE_MOUNTED,REACHBACK_LOST,16,28,28,1.0,False,True
GroundOnly,MT4_PERSISTENT_MONITORING,VEHICLE_MOUNTED,REACHBACK_LOST,17,0,0,0.0,True,False
