architecture,thread,terminal_class,condition,trial_idx,latency_s,produced_tier,structural_incapacity,success,has_prior_reference
GroundOnly,MT2_ROUTE_RECON_FIRST,VEHICLE_MOUNTED,REACHBACK_LOST,121,nan,False,True,False,
CompressedFull,MT2_ROUTE_RECON_FIRST,VEHICLE_MOUNTED,REACHBACK_LOST,121,nan,False,True,False,
QuicklookFirst,MT2_ROUTE_RECON_FIRST,VEHICLE_MOUNTED,REACHBACK_LOST,121,nan,False,True,False,
RoiFirst,MT2_ROUTE_RECON_FIRST,VEHICLE_MOUNTED,REACHBACK_LOST,121,5437.168937860872,True,False,False,
Progressive,MT2_ROUTE_RECON_FIRST,VEHICLE_MOUNTED,REACHBACK_LOST,121,5431.3224303408715,True,False,False,
ContactAware,MT2_ROUTE_RECON_FIRST,VEHICLE_MOUNTED,REACHBACK_LOST,121,nan,False,True,False,
ThreadAwarePriority,MT2_ROUTE_RECON_FIRST,VEHICLE_MOUNTED,REACHBACK_LOST,121,5429.560822660872,True,False,False,
GroundOnly,MT2_ROUTE_RECON_FIRST,VEHICLE_MOUNTED,REACHBACK_LOST,122,nan,False,True,False,
CompressedFull,MT2_ROUTE_RECON_FIRST,VEHICLE_MOUNTED,REACHBACK_LOST,122,nan,False,True,False,
QuicklookFirst,MT2_ROUTE_RECON_FIRST,VEHICLE_MOUNTED,REACHBACK_LOST,122,nan,False,True,False,
RoiFirst,MT2_ROUTE_RECON_FIRST,VEHICLE_MOUNTED,REACHBACK_LOST,122,34945.97568813045,True,False,False,
Progressive,MT2_ROUTE_RECON_FIRST,VEHICLE_MOUNTED,REACHBACK_LOST,122,34940.12918061045,True,False,False,
ContactAware,MT2_ROUTE_RECON_FIRST,VEHICLE_MOUNTED,REACHBACK_LOST,122,nan,False,True,False,
ThreadAwarePriority,MT2_ROUTE_RECON_FIRST,VEHICLE_MOUNTED,REACHBACK_LOST,122,34938.36757293045,True,False,False,
GroundOnly,MT2_ROUTE_RECON_FIRST,VEHICLE_MOUNTED,REACHBACK_LOST,123,nan,False,True,False,
CompressedFull,MT2_ROUTE_RECON_FIRST,VEHICLE_MOUNTED,REACHBACK_LOST,123,nan,False,True,False,
QuicklookFirst,MT2_ROUTE_RECON_FIRST,VEHICLE_MOUNTED,REACHBACK_LOST,123,nan,False,True,False,
RoiFirst,MT2_ROUTE_RECON_FIRST,VEHICLE_MOUNTED,REACHBACK_LOST,123,35762.86530096177,True,False,False,
Progressive,MT2_ROUTE_RECON_FIRST,VEHICLE_MOUNTED,REACHBACK_LOST,123,35757.01879344177,True,False,False,
ContactAware,MT2_ROUTE_RECON_FIRST,VEHICLE_MOUNTED,REACHBACK_LOST,123,nan,False,True,False,
ThreadAwarePriority,MT2_ROUTE_RECON_FIRST,VEHICLE_MOUNTED,REACHBACK_LOST,123,35755.25718576177,True,False,False,
GroundOnly,MT2_ROUTE_RECON_FIRST,VEHICLE_MOUNTED,REACHBACK_LOST,124,nan,False,True,False,
CompressedFull,MT2_ROUTE_RECON_FIRST,VEHICLE_MOUNTED,REACHBACK_LOST,124,nan,False,True,False,
QuicklookFirst,MT2_ROUTE_RECON_FIRST,VEHICLE_MOUNTED,REACHBACK_LOST,124,nan,False,True,False,
RoiFirst,MT2_ROUTE_RECON_FIRST,VEHICLE_MOUNTED,REACHBACK_LOST,124,nan,False,False,False,
Progressive,MT2_ROUTE_RECON_FIRST,VEHICLE_MOUNTED,REACHBACK_LOST,124,nan,False,False,False,
ContactAware,MT2_ROUTE_RECON_FIRST,VEHICLE_MOUNTED,REACHBACK_LOST,124,nan,False,True,False,
ThreadAwarePriority,MT2_ROUTE_RECON_FIRST,VEHICLE_MOUNTED,REACHBACK_LOST,124,nan,False,False,False,
GroundOnly,MT2_ROUTE_RECON_FIRST,VEHICLE_MOUNTED,REACHBACK_LOST,125,nan,False,True,False,
CompressedFull,MT2_ROUTE_RECON_FIRST,VEHICLE_MOUNTED,REACHBACK_LOST,125,nan,False,True,False,
QuicklookFirst,MT2_ROUTE_RECON_FIRST,VEHICLE_MOUNTED,REACHBACK_LOST,125,nan,False,True,False,
RoiFirst,MT2_ROUTE_RECON_FIRST,VEHICLE_MOUNTED,REACHBACK_LOST,125,34741.045933922695,True,False,False,
Progressive,MT2_ROUTE_RECON_FIRST,VEHICLE_MOUNTED,REACHBACK_LOST,125,34735.199426402694,True,False,False,
ContactAware,MT2_ROUTE_RECON_FIRST,VEHICLE_MOUNTED,REACHBACK_LOST,125,nan,False,True,False,
ThreadAwarePriority,MT2_ROUTE_RECON_FIRST,VEHICLE_MOUNTED,REACHBACK_LOST,125,34733.4378187227,True,False,False,
GroundOnly,MT2_ROUTE_RECON_FIRST,VEHICLE_MOUNTED,REACHBACK_LOST,126,nan,False,True,False,
CompressedFull,MT2_ROUTE_RECON_FIRST,VEHICLE_MOUNTED,REACHBACK_LOST,126,nan,False,True,False,
QuicklookFirst,MT2_ROUTE_RECON_FIRST,VEHICLE_MOUNTED,REACHBACK_LOST,126,nan,False,True,False,
RoiFirst,MT2_ROUTE_RECON_FIRST,VEHICLE_MOUNTED,REACHBACK_LOST,126,39578.89147465915,True,False,False,
Progressive,MT2_ROUTE_RECON_FIRST,VEHICLE_MOUNTED,REACHBACK_LOST,126,39573.04496713915,True,False,False,
ContactAware,MT2_ROUTE_RECON_FIRST,VEHICLE_MOUNTED,REACHBACK_LOST,126,nan,False,True,False,
ThreadAwarePriority,MT2_ROUTE_RECON_FIRST,VEHICLE_MOUNTED,REACHBACK_LOST,126,39571.28335945915,True,False,False,
GroundOnly,MT2_ROUTE_RECON_FIRST,VEHICLE_MOUNTED,REACHBACK_LOST,127,nan,False,True,False,
CompressedFull,MT2_ROUTE_RECON_FIRST,VEHICLE_MOUNTED,REACHBACK_LOST,127,nan,False,True,False,
QuicklookFirst,MT2_ROUTE_RECON_FIRST,VEHICLE_MOUNTED,REACHBACK_LOST,127,nan,False,True,False,
RoiFirst,MT2_ROUTE_RECON_FIRST,VEHICLE_MOUNTED,REACHBACK_LOST,127,16702.363289580506,True,False,False,
Progressive,MT2_ROUTE_RECON_FIRST,VEHICLE_MOUNTED,REACHBACK_LOST,127,16696.516782060506,True,False,False,
ContactAware,MT2_ROUTE_RECON_FIRST,VEHICLE_MOUNTED,REACHBACK_LOST,127,nan,False,True,False,
ThreadAwarePriority,MT2_ROUTE_RECON_FIRST,VEHICLE_MOUNTED,REACHBACK_LOST,127,16694.755174380505,True,False,False,
GroundOnly,MT2_ROUTE_RECON_FIRST,VEHICLE_MOUNTED,REACHBACK_LOST,128,nan,False,True,False,
CompressedFull,MT2_ROUTE_RECON_FIRST,VEHICLE_MOUNTED,REACHBACK_LOST,128,nan,False,True,False,
QuicklookFirst,MT2_ROUTE_RECON_FIRST,VEHICLE_MOUNTED,REACHBACK_LOST,128,nan,False,True,False,
RoiFirst,MT2_ROUTE_RECON_FIRST,VEHICLE_MOUNTED,REACHBACK_LOST,128,nan,False,False,False,
Progressive,MT2_ROUTE_RECON_FIRST,VEHICLE_MOUNTED,REACHBACK_LOST,128,nan,False,False,False,
ContactAware,MT2_ROUTE_RECON_FIRST,VEHICLE_MOUNTED,REACHBACK_LOST,128,nan,False,True,False,
ThreadAwarePriority,MT2_ROUTE_RECON_FIRST,VEHICLE_MOUNTED,REACHBACK_LOST,128,nan,False,False,False,
GroundOnly,MT2_ROUTE_RECON_FIRST,VEHICLE_MOUNTED,REACHBACK_LOST,129,nan,False,True,False,
CompressedFull,MT2_ROUTE_RECON_FIRST,VEHICLE_MOUNTED,REACHBACK_LOST,129,nan,False,True,False,
QuicklookFirst,MT2_ROUTE_RECON_FIRST,VEHICLE_MOUNTED,REACHBACK_LOST,129,nan,False,True,False,
RoiFirst,MT2_ROUTE_RECON_FIRST,VEHICLE_MOUNTED,REACHBACK_LOST,129,23460.91897824034,True,False,False,
Progressive,MT2_ROUTE_RECON_FIRST,VEHICLE_MOUNTED,REACHBACK_LOST,129,23455.07247072034,True,False,False,
ContactAware,MT2_ROUTE_RECON_FIRST,VEHICLE_MOUNTED,REACHBACK_LOST,129,nan,False,True,False,
ThreadAwarePriority,MT2_ROUTE_RECON_FIRST,VEHICLE_MOUNTED,REACHBACK_LOST,129,23453.31086304034,True,False,False,
GroundOnly,MT2_ROUTE_RECON_FIRST,VEHICLE_MOUNTED,REACHBACK_LOST,130,nan,False,True,False,
CompressedFull,MT2_ROUTE_RECON_FIRST,VEHICLE_MOUNTED,REACHBACK_LOST,130,nan,False,True,False,
QuicklookFirst,MT2_ROUTE_RECON_FIRST,VEHICLE_MOUNTED,REACHBACK_LOST,130,nan,False,True,False,
RoiFirst,MT2_ROUTE_RECON_FIRST,VEHICLE_MOUNTED,REACHBACK_LOST,130,12734.58972656203,True,False,False,
Progressive,MT2_ROUTE_RECON_FIRST,VEHICLE_MOUNTED,REACHBACK_LOST,130,12728.74321904203,True,False,False,
ContactAware,MT2_ROUTE_RECON_FIRST,VEHICLE_MOUNTED,REACHBACK_LOST,130,nan,False,True,False,
ThreadAwarePriority,MT2_ROUTE_RECON_FIRST,VEHICLE_MOUNTED,REACHBACK_LOST,130,12726.981611362029,True,False,False,
GroundOnly,MT2_ROUTE_RECON_FIRST,VEHICLE_MOUNTED,REACHBACK_LOST,131,nan,False,True,False,
CompressedFull,MT2_ROUTE_RECON_FIRST,VEHICLE_MOUNTED,REACHBACK_LOST,131,nan,False,True,False,
QuicklookFirst,MT2_ROUTE_RECON_FIRST,VEHICLE_MOUNTED,REACHBACK_LOST,131,nan,False,True,False,
RoiFirst,MT2_ROUTE_RECON_FIRST,VEHICLE_MOUNTED,REACHBACK_LOST,131,31296.91374772851,True,False,False,
Progressive,MT2_ROUTE_RECON_FIRST,VEHICLE_MOUNTED,REACHBACK_LOST,131,31291.06724020851,True,False,False,
ContactAware,MT2_ROUTE_RECON_FIRST,VEHICLE_MOUNTED,REACHBACK_LOST,131,nan,False,True,False,
ThreadAwarePriority,MT2_ROUTE_RECON_FIRST,VEHICLE_MOUNTED,REACHBACK_LOST,131,31289.30563252851,True,False,False,
GroundOnly,MT2_ROUTE_RECON_FIRST,VEHICLE_MOUNTED,REACHBACK_LOST,132,nan,False,True,False,
CompressedFull,MT2_ROUTE_RECON_FIRST,VEHICLE_MOUNTED,REACHBACK_LOST,132,nan,False,True,False,
QuicklookFirst,MT2_ROUTE_RECON_FIRST,VEHICLE_MOUNTED,REACHBACK_LOST,132,nan,False,True,False,
RoiFirst,MT2_ROUTE_RECON_FIRST,VEHICLE_MOUNTED,REACHBACK_LOST,132,25317.917723503255,True,False,False,
Progressive,MT2_ROUTE_RECON_FIRST,VEHICLE_MOUNTED,REACHBACK_LOST,132,25312.071215983255,True,False,False,
ContactAware,MT2_ROUTE_RECON_FIRST,VEHICLE_MOUNTED,REACHBACK_LOST,132,nan,False,True,False,
ThreadAwarePriority,MT2_ROUTE_RECON_FIRST,VEHICLE_MOUNTED,REACHBACK_LOST,132,25310.309608303254,True,False,False,
GroundOnly,MT2_ROUTE_RECON_FIRST,VEHICLE_MOUNTED,REACHBACK_LOST,133,nan,False,True,False,
CompressedFull,MT2_ROUTE_RECON_FIRST,VEHICLE_MOUNTED,REACHBACK_LOST,133,nan,False,True,False,
QuicklookFirst,MT2_ROUTE_RECON_FIRST,VEHICLE_MOUNTED,REACHBACK_LOST,133,nan,False,True,False,
RoiFirst,MT2_ROUTE_RECON_FIRST,VEHICLE_MOUNTED,REACHBACK_LOST,133,28477.43223536719,True,False,False,
Progressive,MT2_ROUTE_RECON_FIRST,VEHICLE_MOUNTED,REACHBACK_LOST,133,28471.58572784719,True,False,False,
ContactAware,MT2_ROUTE_RECON_FIRST,VEHICLE_MOUNTED,REACHBACK_LOST,133,nan,False,True,False,
ThreadAwarePriority,MT2_ROUTE_RECON_FIRST,VEHICLE_MOUNTED,REACHBACK_LOST,133,28469.824120167188,True,False,False,
GroundOnly,MT2_ROUTE_RECON_FIRST,VEHICLE_MOUNTED,REACHBACK_LOST,134,nan,False,True,False,
CompressedFull,MT2_ROUTE_RECON_FIRST,VEHICLE_MOUNTED,REACHBACK_LOST,134,nan,False,True,False,
QuicklookFirst,MT2_ROUTE_RECON_FIRST,VEHICLE_MOUNTED,REACHBACK_LOST,134,nan,False,True,False,
RoiFirst,MT2_ROUTE_RECON_FIRST,VEHICLE_MOUNTED,REACHBACK_LOST,134,6787.721884542028,True,False,False,
Progressive,MT2_ROUTE_RECON_FIRST,VEHICLE_MOUNTED,REACHBACK_LOST,134,6781.875377022028,True,False,False,
ContactAware,MT2_ROUTE_RECON_FIRST,VEHICLE_MOUNTED,REACHBACK_LOST,134,nan,False,True,False,
ThreadAwarePriority,MT2_ROUTE_RECON_FIRST,VEHICLE_MOUNTED,REACHBACK_LOST,134,6780.113769342029,True,False,False,
GroundOnly,MT2_ROUTE_RECON_FIRST,VEHICLE_MOUNTED,REACHBACK_LOST,135,nan,False,True,False,
CompressedFull,MT2_ROUTE_RECON_FIRST,VEHICLE_MOUNTED,REACHBACK_LOST,135,nan,False,True,False,
QuicklookFirst,MT2_ROUTE_RECON_FIRST,VEHICLE_MOUNTED,REACHBACK_LOST,135,nan,False,True,False,
RoiFirst,MT2_ROUTE_RECON_FIRST,VEHICLE_MOUNTED,REACHBACK_LOST,135,34244.53254422989,True,False,False,
Progressive,MT2_ROUTE_RECON_FIRST,VEHICLE_MOUNTED,REACHBACK_LOST,135,34238.68603670989,True,False,False,
ContactAware,MT2_ROUTE_RECON_FIRST,VEHICLE_MOUNTED,REACHBACK_LOST,135,nan,False,True,False,
ThreadAwarePriority,MT2_ROUTE_RECON_FIRST,VEHICLE_MOUNTED,REACHBACK_LOST,135,34236.924429029896,True,False,False,
GroundOnly,MT2_ROUTE_RECON_FIRST,VEHICLE_MOUNTED,REACHBACK_LOST,136,nan,False,True,False,
CompressedFull,MT2_ROUTE_RECON_FIRST,VEHICLE_MOUNTED,REACHBACK_LOST,136,nan,False,True,False,
QuicklookFirst,MT2_ROUTE_RECON_FIRST,VEHICLE_MOUNTED,REACHBACK_LOST,136,nan,False,True,False,
RoiFirst,MT2_ROUTE_RECON_FIRST,VEHICLE_MOUNTED,REACHBACK_LOST,136,30004.289968695404,True,False,False,
Progressive,MT2_ROUTE_RECON_FIRST,VEHICLE_MOUNTED,REACHBACK_LOST,136,29998.443461175404,True,False,False,
ContactAware,MT2_ROUTE_RECON_FIRST,VEHICLE_MOUNTED,REACHBACK_LOST,136,nan,False,True,False,
ThreadAwarePriority,MT2_ROUTE_RECON_FIRST,VEHICLE_MOUNTED,REACHBACK_LOST,136,29996.681853495404,True,False,False,
GroundOnly,MT2_ROUTE_RECON_FIRST,VEHICLE_MOUNTED,REACHBACK_LOST,137,nan,False,True,False,
CompressedFull,MT2_ROUTE_RECON_FIRST,VEHICLE_MOUNTED,REACHBACK_LOST,137,nan,False,True,False,
QuicklookFirst,MT2_ROUTE_RECON_FIRST,VEHICLE_MOUNTED,REACHBACK_LOST,137,nan,False,True,False,
RoiFirst,MT2_ROUTE_RECON_FIRST,VEHICLE_MOUNTED,REACHBACK_LOST,137,13512.979311550444,True,False,False,
Progressive,MT2_ROUTE_RECON_FIRST,VEHICLE_MOUNTED,REACHBACK_LOST,137,13507.132804030443,True,False,False,
ContactAware,MT2_ROUTE_RECON_FIRST,VEHICLE_MOUNTED,REACHBACK_LOST,137,nan,False,True,False,
ThreadAwarePriority,MT2_ROUTE_RECON_FIRST,VEHICLE_MOUNTED,REACHBACK_LOST,137,13505.371196350443,True,False,False,
GroundOnly,MT2_ROUTE_RECON_FIRST,VEHICLE_MOUNTED,REACHBACK_LOST,138,nan,False,True,False,
CompressedFull,MT2_ROUTE_RECON_FIRST,VEHICLE_MOUNTED,REACHBACK_LOST,138,nan,False,True,False,
QuicklookFirst,MT2_ROUTE_RECON_FIRST,VEHICLE_MOUNTED,REACHBACK_LOST,138,nan,False,True,False,
RoiFirst,MT2_ROUTE_RECON_FIRST,VEHICLE_MOUNTED,REACHBACK_LOST,138,8468.103801392484,True,False,False,
Progressive,MT2_ROUTE_RECON_FIRST,VEHICLE_MOUNTED,REACHBACK_LOST,138,8462.257293872484,True,False,False,
ContactAware,MT2_ROUTE_RECON_FIRST,VEHICLE_MOUNTED,REACHBACK_LOST,138,nan,False,True,False,
ThreadAwarePriority,MT2_ROUTE_RECON_FIRST,VEHICLE_MOUNTED,REACHBACK_LOST,138,8460.495686192484,True,False,False,
GroundOnly,MT2_ROUTE_RECON_FIRST,VEHICLE_MOUNTED,REACHBACK_LOST,139,nan,False,True,False,
CompressedFull,MT2_ROUTE_RECON_FIRST,VEHICLE_MOUNTED,REACHBACK_LOST,139,nan,False,True,False,
QuicklookFirst,MT2_ROUTE_RECON_FIRST,VEHICLE_MOUNTED,REACHBACK_LOST,139,nan,False,True,False,
RoiFirst,MT2_ROUTE_RECON_FIRST,VEHICLE_MOUNTED,REACHBACK_LOST,139,6400.402504607366,True,False,False,
Progressive,MT2_ROUTE_RECON_FIRST,VEHICLE_MOUNTED,REACHBACK_LOST,139,6394.5559970873655,True,False,False,
ContactAware,MT2_ROUTE_RECON_FIRST,VEHICLE_MOUNTED,REACHBACK_LOST,139,nan,False,True,False,
ThreadAwarePriority,MT2_ROUTE_RECON_FIRST,VEHICLE_MOUNTED,REACHBACK_LOST,139,6392.794389407366,True,False,False,
GroundOnly,MT2_ROUTE_RECON_FIRST,VEHICLE_MOUNTED,REACHBACK_LOST,140,nan,False,True,False,
CompressedFull,MT2_ROUTE_RECON_FIRST,VEHICLE_MOUNTED,REACHBACK_LOST,140,nan,False,True,False,
QuicklookFirst,MT2_ROUTE_RECON_FIRST,VEHICLE_MOUNTED,REACHBACK_LOST,140,nan,False,True,False,
RoiFirst,MT2_ROUTE_RECON_FIRST,VEHICLE_MOUNTED,REACHBACK_LOST,140,2440.3230956975312,True,False,False,
Progressive,MT2_ROUTE_RECON_FIRST,VEHICLE_MOUNTED,REACHBACK_LOST,140,2434.476588177531,True,False,False,
ContactAware,MT2_ROUTE_RECON_FIRST,VEHICLE_MOUNTED,REACHBACK_LOST,140,nan,False,True,False,
ThreadAwarePriority,MT2_ROUTE_RECON_FIRST,VEHICLE_MOUNTED,REACHBACK_LOST,140,2432.714980497531,True,False,False,
GroundOnly,MT2_ROUTE_RECON_FIRST,VEHICLE_MOUNTED,REACHBACK_LOST,141,nan,False,True,False,
CompressedFull,MT2_ROUTE_RECON_FIRST,VEHICLE_MOUNTED,REACHBACK_LOST,141,nan,False,True,False,
QuicklookFirst,MT2_ROUTE_RECON_FIRST,VEHICLE_MOUNTED,REACHBACK_LOST,141,nan,False,True,False,
RoiFirst,MT2_ROUTE_RECON_FIRST,VEHICLE_MOUNTED,REACHBACK_LOST,141,28845.466859406733,True,False,False,
Progressive,MT2_ROUTE_RECON_FIRST,VEHICLE_MOUNTED,REACHBACK_LOST,141,28839.620351886733,True,False,False,
ContactAware,MT2_ROUTE_RECON_FIRST,VEHICLE_MOUNTED,REACHBACK_LOST,141,nan,False,True,False,
ThreadAwarePriority,MT2_ROUTE_RECON_FIRST,VEHICLE_MOUNTED,REACHBACK_LOST,141,28837.858744206733,True,False,False,
GroundOnly,MT2_ROUTE_RECON_FIRST,VEHICLE_MOUNTED,REACHBACK_LOST,142,nan,False,True,False,
CompressedFull,MT2_ROUTE_RECON_FIRST,VEHICLE_MOUNTED,REACHBACK_LOST,142,nan,False,True,False,
QuicklookFirst,MT2_ROUTE_RECON_FIRST,VEHICLE_MOUNTED,REACHBACK_LOST,142,nan,False,True,False,
RoiFirst,MT2_ROUTE_RECON_FIRST,VEHICLE_MOUNTED,REACHBACK_LOST,142,40149.01395335427,True,False,False,
Progressive,MT2_ROUTE_RECON_FIRST,VEHICLE_MOUNTED,REACHBACK_LOST,142,40143.16744583427,True,False,False,
ContactAware,MT2_ROUTE_RECON_FIRST,VEHICLE_MOUNTED,REACHBACK_LOST,142,nan,False,True,False,
ThreadAwarePriority,MT2_ROUTE_RECON_FIRST,VEHICLE_MOUNTED,REACHBACK_LOST,142,40141.40583815427,True,False,False,
GroundOnly,MT2_ROUTE_RECON_FIRST,VEHICLE_MOUNTED,REACHBACK_LOST,143,nan,False,True,False,
CompressedFull,MT2_ROUTE_RECON_FIRST,VEHICLE_MOUNTED,REACHBACK_LOST,143,nan,False,True,False,
QuicklookFirst,MT2_ROUTE_RECON_FIRST,VEHICLE_MOUNTED,REACHBACK_LOST,143,nan,False,True,False,
RoiFirst,MT2_ROUTE_RECON_FIRST,VEHICLE_MOUNTED,REACHBACK_LOST,143,5394.877855571976,True,False,False,
Progressive,MT2_ROUTE_RECON_FIRST,VEHICLE_MOUNTED,REACHBACK_LOST,143,5389.031348051976,True,False,False,
ContactAware,MT2_ROUTE_RECON_FIRST,VEHICLE_MOUNTED,REACHBACK_LOST,143,nan,False,True,False,
ThreadAwarePriority,MT2_ROUTE_RECON_FIRST,VEHICLE_MOUNTED,REACHBACK_LOST,143,5387.269740371977,True,False,False,
GroundOnly,MT2_ROUTE_RECON_FIRST,VEHICLE_MOUNTED,REACHBACK_LOST,144,nan,False,True,False,
CompressedFull,MT2_ROUTE_RECON_FIRST,VEHICLE_MOUNTED,REACHBACK_LOST,144,nan,False,True,False,
QuicklookFirst,MT2_ROUTE_RECON_FIRST,VEHICLE_MOUNTED,REACHBACK_LOST,144,nan,False,True,False,
RoiFirst,MT2_ROUTE_RECON_FIRST,VEHICLE_MOUNTED,REACHBACK_LOST,144,15556.778677932161,True,False,False,
Progressive,MT2_ROUTE_RECON_FIRST,VEHICLE_MOUNTED,REACHBACK_LOST,144,15550.932170412161,True,False,False,
ContactAware,MT2_ROUTE_RECON_FIRST,VEHICLE_MOUNTED,REACHBACK_LOST,144,nan,False,True,False,
ThreadAwarePriority,MT2_ROUTE_RECON_FIRST,VEHICLE_MOUNTED,REACHBACK_LOST,144,15549.17056273216,True,False,False,
GroundOnly,MT2_ROUTE_RECON_FIRST,VEHICLE_MOUNTED,REACHBACK_LOST,145,nan,False,True,False,
CompressedFull,MT2_ROUTE_RECON_FIRST,VEHICLE_MOUNTED,REACHBACK_LOST,145,nan,False,True,False,
QuicklookFirst,MT2_ROUTE_RECON_FIRST,VEHICLE_MOUNTED,REACHBACK_LOST,145,nan,False,True,False,
RoiFirst,MT2_ROUTE_RECON_FIRST,VEHICLE_MOUNTED,REACHBACK_LOST,145,40942.08130631619,True,False,False,
Progressive,MT2_ROUTE_RECON_FIRST,VEHICLE_MOUNTED,REACHBACK_LOST,145,40936.23479879619,True,False,False,
ContactAware,MT2_ROUTE_RECON_FIRST,VEHICLE_MOUNTED,REACHBACK_LOST,145,nan,False,True,False,
ThreadAwarePriority,MT2_ROUTE_RECON_FIRST,VEHICLE_MOUNTED,REACHBACK_LOST,145,40934.473191116194,True,False,False,
GroundOnly,MT2_ROUTE_RECON_FIRST,VEHICLE_MOUNTED,REACHBACK_LOST,146,nan,False,True,False,
CompressedFull,MT2_ROUTE_RECON_FIRST,VEHICLE_MOUNTED,REACHBACK_LOST,146,nan,False,True,False,
QuicklookFirst,MT2_ROUTE_RECON_FIRST,VEHICLE_MOUNTED,REACHBACK_LOST,146,nan,False,True,False,
RoiFirst,MT2_ROUTE_RECON_FIRST,VEHICLE_MOUNTED,REACHBACK_LOST,146,13823.260785897732,True,False,False,
Progressive,MT2_ROUTE_RECON_FIRST,VEHICLE_MOUNTED,REACHBACK_LOST,146,13817.414278377732,True,False,False,
ContactAware,MT2_ROUTE_RECON_FIRST,VEHICLE_MOUNTED,REACHBACK_LOST,146,nan,False,True,False,
ThreadAwarePriority,MT2_ROUTE_RECON_FIRST,VEHICLE_MOUNTED,REACHBACK_LOST,146,13815.652670697731,True,False,False,
GroundOnly,MT2_ROUTE_RECON_FIRST,VEHICLE_MOUNTED,REACHBACK_LOST,147,nan,False,True,False,
CompressedFull,MT2_ROUTE_RECON_FIRST,VEHICLE_MOUNTED,REACHBACK_LOST,147,nan,False,True,False,
QuicklookFirst,MT2_ROUTE_RECON_FIRST,VEHICLE_MOUNTED,REACHBACK_LOST,147,nan,False,True,False,
RoiFirst,MT2_ROUTE_RECON_FIRST,VEHICLE_MOUNTED,REACHBACK_LOST,147,4810.489124410087,True,False,False,
Progressive,MT2_ROUTE_RECON_FIRST,VEHICLE_MOUNTED,REACHBACK_LOST,147,4804.642616890087,True,False,False,
ContactAware,MT2_ROUTE_RECON_FIRST,VEHICLE_MOUNTED,REACHBACK_LOST,147,nan,False,True,False,
ThreadAwarePriority,MT2_ROUTE_RECON_FIRST,VEHICLE_MOUNTED,REACHBACK_LOST,147,4802.8810092100875,True,False,False,
GroundOnly,MT2_ROUTE_RECON_FIRST,VEHICLE_MOUNTED,REACHBACK_LOST,148,nan,False,True,False,
CompressedFull,MT2_ROUTE_RECON_FIRST,VEHICLE_MOUNTED,REACHBACK_LOST,148,nan,False,True,False,
QuicklookFirst,MT2_ROUTE_RECON_FIRST,VEHICLE_MOUNTED,REACHBACK_LOST,148,nan,False,True,False,
RoiFirst,MT2_ROUTE_RECON_FIRST,VEHICLE_MOUNTED,REACHBACK_LOST,148,18283.198023841935,True,False,False,
Progressive,MT2_ROUTE_RECON_FIRST,VEHICLE_MOUNTED,REACHBACK_LOST,148,18277.351516321934,True,False,False,
ContactAware,MT2_ROUTE_RECON_FIRST,VEHICLE_MOUNTED,REACHBACK_LOST,148,nan,False,True,False,
ThreadAwarePriority,MT2_ROUTE_RECON_FIRST,VEHICLE_MOUNTED,REACHBACK_LOST,148,18275.589908641934,True,False,False,
GroundOnly,MT2_ROUTE_RECON_FIRST,VEHICLE_MOUNTED,REACHBACK_LOST,149,nan,False,True,False,
CompressedFull,MT2_ROUTE_RECON_FIRST,VEHICLE_MOUNTED,REACHBACK_LOST,149,nan,False,True,False,
QuicklookFirst,MT2_ROUTE_RECON_FIRST,VEHICLE_MOUNTED,REACHBACK_LOST,149,nan,False,True,False,
RoiFirst,MT2_ROUTE_RECON_FIRST,VEHICLE_MOUNTED,REACHBACK_LOST,149,2188.083026295353,True,False,False,
Progressive,MT2_ROUTE_RECON_FIRST,VEHICLE_MOUNTED,REACHBACK_LOST,149,2182.236518775353,True,False,False,
ContactAware,MT2_ROUTE_RECON_FIRST,VEHICLE_MOUNTED,REACHBACK_LOST,149,nan,False,True,False,
ThreadAwarePriority,MT2_ROUTE_RECON_FIRST,VEHICLE_MOUNTED,REACHBACK_LOST,149,2180.474911095353,True,False,False,
GroundOnly,MT2_ROUTE_RECON_FIRST,VEHICLE_MOUNTED,REACHBACK_LOST,150,nan,False,True,False,
CompressedFull,MT2_ROUTE_RECON_FIRST,VEHICLE_MOUNTED,REACHBACK_LOST,150,nan,False,True,False,
QuicklookFirst,MT2_ROUTE_RECON_FIRST,VEHICLE_MOUNTED,REACHBACK_LOST,150,nan,False,True,False,
RoiFirst,MT2_ROUTE_RECON_FIRST,VEHICLE_MOUNTED,REACHBACK_LOST,150,11928.148868280696,True,False,False,
Progressive,MT2_ROUTE_RECON_FIRST,VEHICLE_MOUNTED,REACHBACK_LOST,150,11922.302360760696,True,False,False,
ContactAware,MT2_ROUTE_RECON_FIRST,VEHICLE_MOUNTED,REACHBACK_LOST,150,nan,False,True,False,
ThreadAwarePriority,MT2_ROUTE_RECON_FIRST,VEHICLE_MOUNTED,REACHBACK_LOST,150,11920.540753080695,True,False,False,
GroundOnly,MT2_ROUTE_RECON_FIRST,VEHICLE_MOUNTED,REACHBACK_LOST,151,nan,False,True,False,
CompressedFull,MT2_ROUTE_RECON_FIRST,VEHICLE_MOUNTED,REACHBACK_LOST,151,nan,False,True,False,
QuicklookFirst,MT2_ROUTE_RECON_FIRST,VEHICLE_MOUNTED,REACHBACK_LOST,151,nan,False,True,False,
