satellites,planes,terminals,architecture,thread,n_trials,successes,success_rate,success_rate_ci_lower,success_rate_ci_upper
4,1,4,QuicklookFirst,MT1_TIME_SENSITIVE_CUEING,160,0,0.0,0.0,0.023447036650032713
4,1,4,QuicklookFirst,MT2_ROUTE_RECON_FIRST,160,0,0.0,0.0,0.023447036650032713
4,1,4,QuicklookFirst,MT3_BATTLE_DAMAGE_ASSESSMENT,160,0,0.0,0.0,0.023447036650032713
4,1,4,QuicklookFirst,MT4_PERSISTENT_MONITORING,24,0,0.0,0.0,0.13798057582897535
4,1,4,RoiFirst,MT1_TIME_SENSITIVE_CUEING,160,0,0.0,0.0,0.023447036650032713
4,1,4,RoiFirst,MT2_ROUTE_RECON_FIRST,160,9,0.05625,0.029871962307707264,0.10343728271919676
4,1,4,RoiFirst,MT3_BATTLE_DAMAGE_ASSESSMENT,160,11,0.06875,0.03881901944217292,0.11890404966848031
4,1,4,RoiFirst,MT4_PERSISTENT_MONITORING,24,0,0.0,0.0,0.13798057582897535
4,1,4,ThreadAwarePriority,MT1_TIME_SENSITIVE_CUEING,160,0,0.0,0.0,0.023447036650032713
4,1,4,ThreadAwarePriority,MT2_ROUTE_RECON_FIRST,160,13,0.08125,0.04809535567378416,0.13404153752061826
4,1,4,ThreadAwarePriority,MT3_BATTLE_DAMAGE_ASSESSMENT,160,12,0.075,0.043420566103405354,0.12650941504912244
4,1,4,ThreadAwarePriority,MT4_PERSISTENT_MONITORING,24,12,0.5,0.31427131627763083,0.6857286837223692
4,4,1,CompressedFull,MT1_TIME_SENSITIVE_CUEING,160,0,0.0,0.0,0.023447036650032713
4,4,1,CompressedFull,MT2_ROUTE_RECON_FIRST,160,0,0.0,0.0,0.023447036650032713
4,4,1,CompressedFull,MT3_BATTLE_DAMAGE_ASSESSMENT,160,0,0.0,0.0,0.023447036650032713
4,4,1,CompressedFull,MT4_PERSISTENT_MONITORING,24,0,0.0,0.0,0.13798057582897535
4,4,1,ContactAware,MT1_TIME_SENSITIVE_CUEING,160,0,0.0,0.0,0.023447036650032713
4,4,1,ContactAware,MT2_ROUTE_RECON_FIRST,160,0,0.0,0.0,0.023447036650032713
4,4,1,ContactAware,MT3_BATTLE_DAMAGE_ASSESSMENT,160,0,0.0,0.0,0.023447036650032713
4,4,1,ContactAware,MT4_PERSISTENT_MONITORING,24,0,0.0,0.0,0.13798057582897535
4,4,1,GroundOnly,MT1_TIME_SENSITIVE_CUEING,160,0,0.0,0.0,0.023447036650032713
4,4,1,GroundOnly,MT2_ROUTE_RECON_FIRST,160,0,0.0,0.0,0.023447036650032713
4,4,1,GroundOnly,MT3_BATTLE_DAMAGE_ASSESSMENT,160,0,0.0,0.0,0.023447036650032713
4,4,1,GroundOnly,MT4_PERSISTENT_MONITORING,24,0,0.0,0.0,0.13798057582897535
4,4,1,Progressive,MT1_TIME_SENSITIVE_CUEING,160,0,0.0,0.0,0.023447036650032713
4,4,1,Progressive,MT2_ROUTE_RECON_FIRST,160,18,0.1125,0.07235575112573997,0.17081570227803536
4,4,1,Progressive,MT3_BATTLE_DAMAGE_ASSESSMENT,160,10,0.0625,0.03429929567623645,0.11121686139254218
4,4,1,Progressive,MT4_PERSISTENT_MONITORING,24,14,0.5833333333333334,0.3883433764938864,0.7553265275346177
4,4,1,QuicklookFirst,MT1_TIME_SENSITIVE_CUEING,160,1,0.00625,0.00110410335439148,0.03454984533751582
4,4,1,QuicklookFirst,MT2_ROUTE_RECON_FIRST,160,0,0.0,0.0,0.023447036650032713
4,4,1,QuicklookFirst,MT3_BATTLE_DAMAGE_ASSESSMENT,160,0,0.0,0.0,0.023447036650032713
4,4,1,QuicklookFirst,MT4_PERSISTENT_MONITORING,24,0,0.0,0.0,0.13798057582897535
4,4,1,RoiFirst,MT1_TIME_SENSITIVE_CUEING,160,0,0.0,0.0,0.023447036650032713
4,4,1,RoiFirst,MT2_ROUTE_RECON_FIRST,160,17,0.10625,0.06740122032002023,0.16356332104188054
4,4,1,RoiFirst,MT3_BATTLE_DAMAGE_ASSESSMENT,160,10,0.0625,0.03429929567623645,0.11121686139254218
4,4,1,RoiFirst,MT4_PERSISTENT_MONITORING,24,0,0.0,0.0,0.13798057582897535
4,4,1,ThreadAwarePriority,MT1_TIME_SENSITIVE_CUEING,160,0,0.0,0.0,0.023447036650032713
4,4,1,ThreadAwarePriority,MT2_ROUTE_RECON_FIRST,160,20,0.125,0.08239390208929147,0.185191375398233
4,4,1,ThreadAwarePriority,MT3_BATTLE_DAMAGE_ASSESSMENT,160,10,0.0625,0.03429929567623645,0.11121686139254218
4,4,1,ThreadAwarePriority,MT4_PERSISTENT_MONITORING,24,14,0.5833333333333334,0.3883433764938864,0.7553265275346177
4,4,2,CompressedFull,MT1_TIME_SENSITIVE_CUEING,160,0,0.0,0.0,0.023447036650032713
4,4,2,CompressedFull,MT2_ROUTE_RECON_FIRST,160,0,0.0,0.0,0.023447036650032713
4,4,2,CompressedFull,MT3_BATTLE_DAMAGE_ASSESSMENT,160,0,0.0,0.0,0.023447036650032713
4,4,2,CompressedFull,MT4_PERSISTENT_MONITORING,24,0,0.0,0.0,0.13798057582897535
4,4,2,ContactAware,MT1_TIME_SENSITIVE_CUEING,160,0,0.0,0.0,0.023447036650032713
4,4,2,ContactAware,MT2_ROUTE_RECON_FIRST,160,0,0.0,0.0,0.023447036650032713
4,4,2,ContactAware,MT3_BATTLE_DAMAGE_ASSESSMENT,160,0,0.0,0.0,0.023447036650032713
4,4,2,ContactAware,MT4_PERSISTENT_MONITORING,24,0,0.0,0.0,0.13798057582897535
4,4,2,GroundOnly,MT1_TIME_SENSITIVE_CUEING,160,0,0.0,0.0,0.023447036650032713
4,4,2,GroundOnly,MT2_ROUTE_RECON_FIRST,160,0,0.0,0.0,0.023447036650032713
4,4,2,GroundOnly,MT3_BATTLE_DAMAGE_ASSESSMENT,160,0,0.0,0.0,0.023447036650032713
4,4,2,GroundOnly,MT4_PERSISTENT_MONITORING,24,0,0.0,0.0,0.13798057582897535
4,4,2,Progressive,MT1_TIME_SENSITIVE_CUEING,160,0,0.0,0.0,0.023447036650032713
4,4,2,Progressive,MT2_ROUTE_RECON_FIRST,160,17,0.10625,0.06740122032002023,0.16356332104188054
4,4,2,Progressive,MT3_BATTLE_DAMAGE_ASSESSMENT,160,11,0.06875,0.03881901944217292,0.11890404966848031
4,4,2,Progressive,MT4_PERSISTENT_MONITORING,24,12,0.5,0.31427131627763083,0.6857286837223692
4,4,2,QuicklookFirst,MT1_TIME_SENSITIVE_CUEING,160,0,0.0,0.0,0.023447036650032713
4,4,2,QuicklookFirst,MT2_ROUTE_RECON_FIRST,160,0,0.0,0.0,0.023447036650032713
4,4,2,QuicklookFirst,MT3_BATTLE_DAMAGE_ASSESSMENT,160,0,0.0,0.0,0.023447036650032713
4,4,2,QuicklookFirst,MT4_PERSISTENT_MONITORING,24,0,0.0,0.0,0.13798057582897535
4,4,2,RoiFirst,MT1_TIME_SENSITIVE_CUEING,160,0,0.0,0.0,0.023447036650032713
4,4,2,RoiFirst,MT2_ROUTE_RECON_FIRST,160,17,0.10625,0.06740122032002023,0.16356332104188054
4,4,2,RoiFirst,MT3_BATTLE_DAMAGE_ASSESSMENT,160,10,0.0625,0.03429929567623645,0.11121686139254218
4,4,2,RoiFirst,MT4_PERSISTENT_MONITORING,24,0,0.0,0.0,0.13798057582897535
4,4,2,ThreadAwarePriority,MT1_TIME_SENSITIVE_CUEING,160,0,0.0,0.0,0.023447036650032713
4,4,2,ThreadAwarePriority,MT2_ROUTE_RECON_FIRST,160,17,0.10625,0.06740122032002023,0.16356332104188054
4,4,2,ThreadAwarePriority,MT3_BATTLE_DAMAGE_ASSESSMENT,160,14,0.0875,0.052836307068052514,0.14150749816822447
4,4,2,ThreadAwarePriority,MT4_PERSISTENT_MONITORING,24,12,0.5,0.31427131627763083,0.6857286837223692
4,4,4,CompressedFull,MT1_TIME_SENSITIVE_CUEING,160,0,0.0,0.0,0.023447036650032713
4,4,4,CompressedFull,MT2_ROUTE_RECON_FIRST,160,0,0.0,0.0,0.023447036650032713
4,4,4,CompressedFull,MT3_BATTLE_DAMAGE_ASSESSMENT,160,0,0.0,0.0,0.023447036650032713
4,4,4,CompressedFull,MT4_PERSISTENT_MONITORING,24,0,0.0,0.0,0.13798057582897535
4,4,4,ContactAware,MT1_TIME_SENSITIVE_CUEING,160,0,0.0,0.0,0.023447036650032713
4,4,4,ContactAware,MT2_ROUTE_RECON_FIRST,160,0,0.0,0.0,0.023447036650032713
4,4,4,ContactAware,MT3_BATTLE_DAMAGE_ASSESSMENT,160,0,0.0,0.0,0.023447036650032713
4,4,4,ContactAware,MT4_PERSISTENT_MONITORING,24,0,0.0,0.0,0.13798057582897535
4,4,4,GroundOnly,MT1_TIME_SENSITIVE_CUEING,160,0,0.0,0.0,0.023447036650032713
4,4,4,GroundOnly,MT2_ROUTE_RECON_FIRST,160,0,0.0,0.0,0.023447036650032713
4,4,4,GroundOnly,MT3_BATTLE_DAMAGE_ASSESSMENT,160,0,0.0,0.0,0.023447036650032713
4,4,4,GroundOnly,MT4_PERSISTENT_MONITORING,24,0,0.0,0.0,0.13798057582897535
4,4,4,Progressive,MT1_TIME_SENSITIVE_CUEING,160,0,0.0,0.0,0.023447036650032713
4,4,4,Progressive,MT2_ROUTE_RECON_FIRST,160,13,0.08125,0.04809535567378416,0.13404153752061826
4,4,4,Progressive,MT3_BATTLE_DAMAGE_ASSESSMENT,160,12,0.075,0.043420566103405354,0.12650941504912244
4,4,4,Progressive,MT4_PERSISTENT_MONITORING,24,13,0.5416666666666666,0.35074553553106635,0.7210894164831857
4,4,4,QuicklookFirst,MT1_TIME_SENSITIVE_CUEING,160,1,0.00625,0.00110410335439148,0.03454984533751582
4,4,4,QuicklookFirst,MT2_ROUTE_RECON_FIRST,160,0,0.0,0.0,0.023447036650032713
4,4,4,QuicklookFirst,MT3_BATTLE_DAMAGE_ASSESSMENT,160,0,0.0,0.0,0.023447036650032713
4,4,4,QuicklookFirst,MT4_PERSISTENT_MONITORING,24,0,0.0,0.0,0.13798057582897535
4,4,4,RoiFirst,MT1_TIME_SENSITIVE_CUEING,160,0,0.0,0.0,0.023447036650032713
4,4,4,RoiFirst,MT2_ROUTE_RECON_FIRST,160,12,0.075,0.043420566103405354,0.12650941504912244
4,4,4,RoiFirst,MT3_BATTLE_DAMAGE_ASSESSMENT,160,11,0.06875,0.03881901944217292,0.11890404966848031
4,4,4,RoiFirst,MT4_PERSISTENT_MONITORING,24,0,0.0,0.0,0.13798057582897535
4,4,4,ThreadAwarePriority,MT1_TIME_SENSITIVE_CUEING,160,0,0.0,0.0,0.023447036650032713
4,4,4,ThreadAwarePriority,MT2_ROUTE_RECON_FIRST,160,13,0.08125,0.04809535567378416,0.13404153752061826
4,4,4,ThreadAwarePriority,MT3_BATTLE_DAMAGE_ASSESSMENT,160,12,0.075,0.043420566103405354,0.12650941504912244
4,4,4,ThreadAwarePriority,MT4_PERSISTENT_MONITORING,24,13,0.5416666666666666,0.35074553553106635,0.7210894164831857
8,4,1,CompressedFull,MT1_TIME_SENSITIVE_CUEING,160,0,0.0,0.0,0.023447036650032713
8,4,1,CompressedFull,MT2_ROUTE_RECON_FIRST,160,0,0.0,0.0,0.023447036650032713
8,4,1,CompressedFull,MT3_BATTLE_DAMAGE_ASSESSMENT,160,0,0.0,0.0,0.023447036650032713
8,4,1,CompressedFull,MT4_PERSISTENT_MONITORING,24,0,0.0,0.0,0.13798057582897535
8,4,1,ContactAware,MT1_TIME_SENSITIVE_CUEING,160,0,0.0,0.0,0.023447036650032713
8,4,1,ContactAware,MT2_ROUTE_RECON_FIRST,160,0,0.0,0.0,0.023447036650032713
8,4,1,ContactAware,MT3_BATTLE_DAMAGE_ASSESSMENT,160,0,0.0,0.0,0.023447036650032713
8,4,1,ContactAware,MT4_PERSISTENT_MONITORING,24,0,0.0,0.0,0.13798057582897535
8,4,1,GroundOnly,MT1_TIME_SENSITIVE_CUEING,160,0,0.0,0.0,0.023447036650032713
8,4,1,GroundOnly,MT2_ROUTE_RECON_FIRST,160,0,0.0,0.0,0.023447036650032713
8,4,1,GroundOnly,MT3_BATTLE_DAMAGE_ASSESSMENT,160,0,0.0,0.0,0.023447036650032713
8,4,1,GroundOnly,MT4_PERSISTENT_MONITORING,24,0,0.0,0.0,0.13798057582897535
8,4,1,Progressive,MT1_TIME_SENSITIVE_CUEING,160,0,0.0,0.0,0.023447036650032713
8,4,1,Progressive,MT2_ROUTE_RECON_FIRST,160,12,0.075,0.043420566103405354,0.12650941504912244
8,4,1,Progressive,MT3_BATTLE_DAMAGE_ASSESSMENT,160,15,0.09375,0.05763749417779042,0.14891322310036115
8,4,1,Progressive,MT4_PERSISTENT_MONITORING,24,12,0.5,0.31427131627763083,0.6857286837223692
8,4,1,QuicklookFirst,MT1_TIME_SENSITIVE_CUEING,160,0,0.0,0.0,0.023447036650032713
8,4,1,QuicklookFirst,MT2_ROUTE_RECON_FIRST,160,0,0.0,0.0,0.023447036650032713
8,4,1,QuicklookFirst,MT3_BATTLE_DAMAGE_ASSESSMENT,160,0,0.0,0.0,0.023447036650032713
8,4,1,QuicklookFirst,MT4_PERSISTENT_MONITORING,24,0,0.0,0.0,0.13798057582897535
8,4,1,RoiFirst,MT1_TIME_SENSITIVE_CUEING,160,0,0.0,0.0,0.023447036650032713
8,4,1,RoiFirst,MT2_ROUTE_RECON_FIRST,160,8,0.05,0.02555029000021357,0.09555204298481587
8,4,1,RoiFirst,MT3_BATTLE_DAMAGE_ASSESSMENT,160,13,0.08125,0.04809535567378416,0.13404153752061826
8,4,1,RoiFirst,MT4_PERSISTENT_MONITORING,24,0,0.0,0.0,0.13798057582897535
8,4,1,ThreadAwarePriority,MT1_TIME_SENSITIVE_CUEING,160,0,0.0,0.0,0.023447036650032713
8,4,1,ThreadAwarePriority,MT2_ROUTE_RECON_FIRST,160,13,0.08125,0.04809535567378416,0.13404153752061826
8,4,1,ThreadAwarePriority,MT3_BATTLE_DAMAGE_ASSESSMENT,160,15,0.09375,0.05763749417779042,0.14891322310036115
8,4,1,ThreadAwarePriority,MT4_PERSISTENT_MONITORING,24,12,0.5,0.31427131627763083,0.6857286837223692
8,4,2,CompressedFull,MT1_TIME_SENSITIVE_CUEING,160,0,0.0,0.0,0.023447036650032713
8,4,2,CompressedFull,MT2_ROUTE_RECON_FIRST,160,0,0.0,0.0,0.023447036650032713
8,4,2,CompressedFull,MT3_BATTLE_DAMAGE_ASSESSMENT,160,0,0.0,0.0,0.023447036650032713
8,4,2,CompressedFull,MT4_PERSISTENT_MONITORING,24,0,0.0,0.0,0.13798057582897535
8,4,2,ContactAware,MT1_TIME_SENSITIVE_CUEING,160,0,0.0,0.0,0.023447036650032713
8,4,2,ContactAware,MT2_ROUTE_RECON_FIRST,160,0,0.0,0.0,0.023447036650032713
8,4,2,ContactAware,MT3_BATTLE_DAMAGE_ASSESSMENT,160,0,0.0,0.0,0.023447036650032713
8,4,2,ContactAware,MT4_PERSISTENT_MONITORING,24,0,0.0,0.0,0.13798057582897535
8,4,2,GroundOnly,MT1_TIME_SENSITIVE_CUEING,160,0,0.0,0.0,0.023447036650032713
8,4,2,GroundOnly,MT2_ROUTE_RECON_FIRST,160,0,0.0,0.0,0.023447036650032713
8,4,2,GroundOnly,MT3_BATTLE_DAMAGE_ASSESSMENT,160,0,0.0,0.0,0.023447036650032713
8,4,2,GroundOnly,MT4_PERSISTENT_MONITORING,24,0,0.0,0.0,0.13798057582897535
8,4,2,Progressive,MT1_TIME_SENSITIVE_CUEING,160,0,0.0,0.0,0.023447036650032713
8,4,2,Progressive,MT2_ROUTE_RECON_FIRST,160,27,0.16875,0.11864352018350914,0.2343901415971375
8,4,2,Progressive,MT3_BATTLE_DAMAGE_ASSESSMENT,160,13,0.08125,0.04809535567378416,0.13404153752061826
8,4,2,Progressive,MT4_PERSISTENT_MONITORING,24,12,0.5,0.31427131627763083,0.6857286837223692
8,4,2,QuicklookFirst,MT1_TIME_SENSITIVE_CUEING,160,0,0.0,0.0,0.023447036650032713
8,4,2,QuicklookFirst,MT2_ROUTE_RECON_FIRST,160,0,0.0,0.0,0.023447036650032713
8,4,2,QuicklookFirst,MT3_BATTLE_DAMAGE_ASSESSMENT,160,0,0.0,0.0,0.023447036650032713
8,4,2,QuicklookFirst,MT4_PERSISTENT_MONITORING,24,0,0.0,0.0,0.13798057582897535
8,4,2,RoiFirst,MT1_TIME_SENSITIVE_CUEING,160,0,0.0,0.0,0.023447036650032713
8,4,2,RoiFirst,MT2_ROUTE_RECON_FIRST,160,25,0.15625,0.10813052449253295,0.2204893132043645
8,4,2,RoiFirst,MT3_BATTLE_DAMAGE_ASSESSMENT,160,12,0.075,0.043420566103405354,0.12650941504912244
8,4,2,RoiFirst,MT4_PERSISTENT_MONITORING,24,0,0.0,0.0,0.13798057582897535
8,4,2,ThreadAwarePriority,MT1_TIME_SENSITIVE_CUEING,160,0,0.0,0.0,0.023447036650032713
8,4,2,ThreadAwarePriority,MT2_ROUTE_RECON_FIRST,160,28,0.175,0.12394120470168268,0.2412993691208385
8,4,2,ThreadAwarePriority,MT3_BATTLE_DAMAGE_ASSESSMENT,160,13,0.08125,0.04809535567378416,0.13404153752061826
8,4,2,ThreadAwarePriority,MT4_PERSISTENT_MONITORING,24,12,0.5,0.31427131627763083,0.6857286837223692
8,4,4,CompressedFull,MT1_TIME_SENSITIVE_CUEING,160,0,0.0,0.0,0.023447036650032713
8,4,4,CompressedFull,MT2_ROUTE_RECON_FIRST,160,0,0.0,0.0,0.023447036650032713
8,4,4,CompressedFull,MT3_BATTLE_DAMAGE_ASSESSMENT,160,0,0.0,0.0,0.023447036650032713
8,4,4,CompressedFull,MT4_PERSISTENT_MONITORING,24,0,0.0,0.0,0.13798057582897535
8,4,4,ContactAware,MT1_TIME_SENSITIVE_CUEING,160,0,0.0,0.0,0.023447036650032713
8,4,4,ContactAware,MT2_ROUTE_RECON_FIRST,160,0,0.0,0.0,0.023447036650032713
8,4,4,ContactAware,MT3_BATTLE_DAMAGE_ASSESSMENT,160,0,0.0,0.0,0.023447036650032713
8,4,4,ContactAware,MT4_PERSISTENT_MONITORING,24,0,0.0,0.0,0.13798057582897535
8,4,4,GroundOnly,MT1_TIME_SENSITIVE_CUEING,160,0,0.0,0.0,0.023447036650032713
8,4,4,GroundOnly,MT2_ROUTE_RECON_FIRST,160,0,0.0,0.0,0.023447036650032713
8,4,4,GroundOnly,MT3_BATTLE_DAMAGE_ASSESSMENT,160,0,0.0,0.0,0.023447036650032713
8,4,4,GroundOnly,MT4_PERSISTENT_MONITORING,24,0,0.0,0.0,0.13798057582897535
8,4,4,Progressive,MT1_TIME_SENSITIVE_CUEING,160,0,0.0,0.0,0.023447036650032713
8,4,4,Progressive,MT2_ROUTE_RECON_FIRST,160,9,0.05625,0.029871962307707264,0.10343728271919676
8,4,4,Progressive,MT3_BATTLE_DAMAGE_ASSESSMENT,160,9,0.05625,0.029871962307707264,0.10343728271919676
8,4,4,Progressive,MT4_PERSISTENT_MONITORING,24,12,0.5,0.31427131627763083,0.6857286837223692
8,4,4,QuicklookFirst,MT1_TIME_SENSITIVE_CUEING,160,0,0.0,0.0,0.023447036650032713
8,4,4,QuicklookFirst,MT2_ROUTE_RECON_FIRST,160,0,0.0,0.0,0.023447036650032713
8,4,4,QuicklookFirst,MT3_BATTLE_DAMAGE_ASSESSMENT,160,0,0.0,0.0,0.023447036650032713
8,4,4,QuicklookFirst,MT4_PERSISTENT_MONITORING,24,0,0.0,0.0,0.13798057582897535
8,4,4,RoiFirst,MT1_TIME_SENSITIVE_CUEING,160,0,0.0,0.0,0.023447036650032713
8,4,4,RoiFirst,MT2_ROUTE_RECON_FIRST,160,8,0.05,0.02555029000021357,0.09555204298481587
8,4,4,RoiFirst,MT3_BATTLE_DAMAGE_ASSESSMENT,160,9,0.05625,0.029871962307707264,0.10343728271919676
8,4,4,RoiFirst,MT4_PERSISTENT_MONITORING,24,0,0.0,0.0,0.13798057582897535
8,4,4,ThreadAwarePriority,MT1_TIME_SENSITIVE_CUEING,160,0,0.0,0.0,0.023447036650032713
8,4,4,ThreadAwarePriority,MT2_ROUTE_RECON_FIRST,160,9,0.05625,0.029871962307707264,0.10343728271919676
8,4,4,ThreadAwarePriority,MT3_BATTLE_DAMAGE_ASSESSMENT,160,10,0.0625,0.03429929567623645,0.11121686139254218
8,4,4,ThreadAwarePriority,MT4_PERSISTENT_MONITORING,24,12,0.5,0.31427131627763083,0.6857286837223692
16,4,1,CompressedFull,MT1_TIME_SENSITIVE_CUEING,160,0,0.0,0.0,0.023447036650032713
16,4,1,CompressedFull,MT2_ROUTE_RECON_FIRST,160,0,0.0,0.0,0.023447036650032713
16,4,1,CompressedFull,MT3_BATTLE_DAMAGE_ASSESSMENT,160,0,0.0,0.0,0.023447036650032713
16,4,1,CompressedFull,MT4_PERSISTENT_MONITORING,24,0,0.0,0.0,0.13798057582897535
16,4,1,ContactAware,MT1_TIME_SENSITIVE_CUEING,160,0,0.0,0.0,0.023447036650032713
16,4,1,ContactAware,MT2_ROUTE_RECON_FIRST,160,0,0.0,0.0,0.023447036650032713
16,4,1,ContactAware,MT3_BATTLE_DAMAGE_ASSESSMENT,160,0,0.0,0.0,0.023447036650032713
16,4,1,ContactAware,MT4_PERSISTENT_MONITORING,24,0,0.0,0.0,0.13798057582897535
16,4,1,GroundOnly,MT1_TIME_SENSITIVE_CUEING,160,0,0.0,0.0,0.023447036650032713
16,4,1,GroundOnly,MT2_ROUTE_RECON_FIRST,160,0,0.0,0.0,0.023447036650032713
16,4,1,GroundOnly,MT3_BATTLE_DAMAGE_ASSESSMENT,160,0,0.0,0.0,0.023447036650032713
16,4,1,GroundOnly,MT4_PERSISTENT_MONITORING,24,0,0.0,0.0,0.13798057582897535
16,4,1,Progressive,MT1_TIME_SENSITIVE_CUEING,160,3,0.01875,0.00639673490167721,0.05367103787397927
16,4,1,Progressive,MT2_ROUTE_RECON_FIRST,160,38,0.2375,0.17820262075345614,0.30910707348781097
16,4,1,Progressive,MT3_BATTLE_DAMAGE_ASSESSMENT,160,32,0.2,0.14538182327188184,0.2686863987181377
16,4,1,Progressive,MT4_PERSISTENT_MONITORING,24,12,0.5,0.31427131627763083,0.6857286837223692
16,4,1,QuicklookFirst,MT1_TIME_SENSITIVE_CUEING,160,4,0.025,0.009763834597428894,0.06251085022010217
16,4,1,QuicklookFirst,MT2_ROUTE_RECON_FIRST,160,0,0.0,0.0,0.023447036650032713
16,4,1,QuicklookFirst,MT3_BATTLE_DAMAGE_ASSESSMENT,160,0,0.0,0.0,0.023447036650032713
16,4,1,QuicklookFirst,MT4_PERSISTENT_MONITORING,24,0,0.0,0.0,0.13798057582897535
16,4,1,RoiFirst,MT1_TIME_SENSITIVE_CUEING,160,0,0.0,0.0,0.023447036650032713
16,4,1,RoiFirst,MT2_ROUTE_RECON_FIRST,160,31,0.19375,0.1399860458395876,0.26187526410855744
16,4,1,RoiFirst,MT3_BATTLE_DAMAGE_ASSESSMENT,160,27,0.16875,0.11864352018350914,0.2343901415971375
16,4,1,RoiFirst,MT4_PERSISTENT_MONITORING,24,0,0.0,0.0,0.13798057582897535
16,4,1,ThreadAwarePriority,MT1_TIME_SENSITIVE_CUEING,160,3,0.01875,0.00639673490167721,0.05367103787397927
16,4,1,ThreadAwarePriority,MT2_ROUTE_RECON_FIRST,160,40,0.25,0.1892984089436348,0.32242510938138147
16,4,1,ThreadAwarePriority,MT3_BATTLE_DAMAGE_ASSESSMENT,160,34,0.2125,0.15623978153334162,0.2822422645404271
16,4,1,ThreadAwarePriority,MT4_PERSISTENT_MONITORING,24,12,0.5,0.31427131627763083,0.6857286837223692
16,4,2,CompressedFull,MT1_TIME_SENSITIVE_CUEING,160,0,0.0,0.0,0.023447036650032713
16,4,2,CompressedFull,MT2_ROUTE_RECON_FIRST,160,0,0.0,0.0,0.023447036650032713
16,4,2,CompressedFull,MT3_BATTLE_DAMAGE_ASSESSMENT,160,0,0.0,0.0,0.023447036650032713
16,4,2,CompressedFull,MT4_PERSISTENT_MONITORING,24,0,0.0,0.0,0.13798057582897535
16,4,2,ContactAware,MT1_TIME_SENSITIVE_CUEING,160,0,0.0,0.0,0.023447036650032713
16,4,2,ContactAware,MT2_ROUTE_RECON_FIRST,160,0,0.0,0.0,0.023447036650032713
16,4,2,ContactAware,MT3_BATTLE_DAMAGE_ASSESSMENT,160,0,0.0,0.0,0.023447036650032713
16,4,2,ContactAware,MT4_PERSISTENT_MONITORING,24,0,0.0,0.0,0.13798057582897535
16,4,2,GroundOnly,MT1_TIME_SENSITIVE_CUEING,160,0,0.0,0.0,0.023447036650032713
16,4,2,GroundOnly,MT2_ROUTE_RECON_FIRST,160,0,0.0,0.0,0.023447036650032713
16,4,2,GroundOnly,MT3_BATTLE_DAMAGE_ASSESSMENT,160,0,0.0,0.0,0.023447036650032713
16,4,2,GroundOnly,MT4_PERSISTENT_MONITORING,24,0,0.0,0.0,0.13798057582897535
16,4,2,Progressive,MT1_TIME_SENSITIVE_CUEING,160,1,0.00625,0.00110410335439148,0.03454984533751582
16,4,2,Progressive,MT2_ROUTE_RECON_FIRST,160,42,0.2625,0.20046534399003782,0.33567199841872775
16,4,2,Progressive,MT3_BATTLE_DAMAGE_ASSESSMENT,160,32,0.2,0.14538182327188184,0.2686863987181377
16,4,2,Progressive,MT4_PERSISTENT_MONITORING,24,12,0.5,0.31427131627763083,0.6857286837223692
16,4,2,QuicklookFirst,MT1_TIME_SENSITIVE_CUEING,160,2,0.0125,0.0034345991561011736,0.04442626157768072
16,4,2,QuicklookFirst,MT2_ROUTE_RECON_FIRST,160,0,0.0,0.0,0.023447036650032713
16,4,2,QuicklookFirst,MT3_BATTLE_DAMAGE_ASSESSMENT,160,0,0.0,0.0,0.023447036650032713
16,4,2,QuicklookFirst,MT4_PERSISTENT_MONITORING,24,0,0.0,0.0,0.13798057582897535
16,4,2,RoiFirst,MT1_TIME_SENSITIVE_CUEING,160,0,0.0,0.0,0.023447036650032713
16,4,2,RoiFirst,MT2_ROUTE_RECON_FIRST,160,37,0.23125,0.17268254006735462,0.30242024213203794
16,4,2,RoiFirst,MT3_BATTLE_DAMAGE_ASSESSMENT,160,28,0.175,0.12394120470168268,0.2412993691208385
16,4,2,RoiFirst,MT4_PERSISTENT_MONITORING,24,0,0.0,0.0,0.13798057582897535
16,4,2,ThreadAwarePriority,MT1_TIME_SENSITIVE_CUEING,160,1,0.00625,0.00110410335439148,0.03454984533751582
16,4,2,ThreadAwarePriority,MT2_ROUTE_RECON_FIRST,160,45,0.28125,0.2173421732707303,0.3554159052636589
16,4,2,ThreadAwarePriority,MT3_BATTLE_DAMAGE_ASSESSMENT,160,35,0.21875,0.1617005549052376,0.28898840321040575
16,4,2,ThreadAwarePriority,MT4_PERSISTENT_MONITORING,24,12,0.5,0.31427131627763083,0.6857286837223692
16,4,4,CompressedFull,MT1_TIME_SENSITIVE_CUEING,160,0,0.0,0.0,0.023447036650032713
16,4,4,CompressedFull,MT2_ROUTE_RECON_FIRST,160,0,0.0,0.0,0.023447036650032713
16,4,4,CompressedFull,MT3_BATTLE_DAMAGE_ASSESSMENT,160,0,0.0,0.0,0.023447036650032713
16,4,4,CompressedFull,MT4_PERSISTENT_MONITORING,24,0,0.0,0.0,0.13798057582897535
16,4,4,ContactAware,MT1_TIME_SENSITIVE_CUEING,160,0,0.0,0.0,0.023447036650032713
16,4,4,ContactAware,MT2_ROUTE_RECON_FIRST,160,0,0.0,0.0,0.023447036650032713
16,4,4,ContactAware,MT3_BATTLE_DAMAGE_ASSESSMENT,160,0,0.0,0.0,0.023447036650032713
