satellites,terminals,architecture,thread,n_trials,successes,success_rate,success_rate_ci_lower,success_rate_ci_upper
8,1,CompressedFull,MT3_BATTLE_DAMAGE_ASSESSMENT,320,0,0.0,0.0,0.011862589611711404
8,1,CompressedFull,MT4_PERSISTENT_MONITORING,40,0,0.0,0.0,0.08762453925039232
8,1,ContactAware,MT1_TIME_SENSITIVE_CUEING,320,0,0.0,0.0,0.011862589611711404
8,1,ContactAware,MT2_ROUTE_RECON_FIRST,320,0,0.0,0.0,0.011862589611711404
8,1,ContactAware,MT3_BATTLE_DAMAGE_ASSESSMENT,320,0,0.0,0.0,0.011862589611711404
8,1,ContactAware,MT4_PERSISTENT_MONITORING,40,0,0.0,0.0,0.08762453925039232
8,1,GroundOnly,MT1_TIME_SENSITIVE_CUEING,320,0,0.0,0.0,0.011862589611711404
8,1,GroundOnly,MT2_ROUTE_RECON_FIRST,320,0,0.0,0.0,0.011862589611711404
8,1,GroundOnly,MT3_BATTLE_DAMAGE_ASSESSMENT,320,0,0.0,0.0,0.011862589611711404
8,1,GroundOnly,MT4_PERSISTENT_MONITORING,40,0,0.0,0.0,0.08762453925039232
8,1,Progressive,MT1_TIME_SENSITIVE_CUEING,320,0,0.0,0.0,0.011862589611711404
8,1,Progressive,MT2_ROUTE_RECON_FIRST,320,6,0.01875,0.008620805569639546,0.04029693693163267
8,1,Progressive,MT3_BATTLE_DAMAGE_ASSESSMENT,320,5,0.015625,0.006691954469849172,0.03604992921649625
8,1,Progressive,MT4_PERSISTENT_MONITORING,40,0,0.0,0.0,0.08762453925039232
8,1,QuicklookFirst,MT1_TIME_SENSITIVE_CUEING,320,0,0.0,0.0,0.011862589611711404
8,1,QuicklookFirst,MT2_ROUTE_RECON_FIRST,320,0,0.0,0.0,0.011862589611711404
8,1,QuicklookFirst,MT3_BATTLE_DAMAGE_ASSESSMENT,320,0,0.0,0.0,0.011862589611711404
8,1,QuicklookFirst,MT4_PERSISTENT_MONITORING,40,0,0.0,0.0,0.08762453925039232
8,1,RoiFirst,MT1_TIME_SENSITIVE_CUEING,320,0,0.0,0.0,0.011862589611711404
8,1,RoiFirst,MT2_ROUTE_RECON_FIRST,320,3,0.009375,0.003193310923661572,0.02719685513283024
8,1,RoiFirst,MT3_BATTLE_DAMAGE_ASSESSMENT,320,4,0.0125,0.004871372962806259,0.031694651908612356
8,1,RoiFirst,MT4_PERSISTENT_MONITORING,40,0,0.0,0.0,0.08762453925039232
8,1,ThreadAwarePriority,MT1_TIME_SENSITIVE_CUEING,320,0,0.0,0.0,0.011862589611711404
8,1,ThreadAwarePriority,MT2_ROUTE_RECON_FIRST,320,6,0.01875,0.008620805569639546,0.04029693693163267
8,1,ThreadAwarePriority,MT3_BATTLE_DAMAGE_ASSESSMENT,320,5,0.015625,0.006691954469849172,0.03604992921649625
8,1,ThreadAwarePriority,MT4_PERSISTENT_MONITORING,40,0,0.0,0.0,0.08762453925039232
8,2,CompressedFull,MT1_TIME_SENSITIVE_CUEING,320,0,0.0,0.0,0.011862589611711404
8,2,CompressedFull,MT2_ROUTE_RECON_FIRST,320,0,0.0,0.0,0.011862589611711404
8,2,CompressedFull,MT3_BATTLE_DAMAGE_ASSESSMENT,320,0,0.0,0.0,0.011862589611711404
8,2,CompressedFull,MT4_PERSISTENT_MONITORING,40,0,0.0,0.0,0.08762453925039232
8,2,ContactAware,MT1_TIME_SENSITIVE_CUEING,320,0,0.0,0.0,0.011862589611711404
8,2,ContactAware,MT2_ROUTE_RECON_FIRST,320,0,0.0,0.0,0.011862589611711404
8,2,ContactAware,MT3_BATTLE_DAMAGE_ASSESSMENT,320,0,0.0,0.0,0.011862589611711404
8,2,ContactAware,MT4_PERSISTENT_MONITORING,40,0,0.0,0.0,0.08762453925039232
8,2,GroundOnly,MT1_TIME_SENSITIVE_CUEING,320,0,0.0,0.0,0.011862589611711404
8,2,GroundOnly,MT2_ROUTE_RECON_FIRST,320,0,0.0,0.0,0.011862589611711404
8,2,GroundOnly,MT3_BATTLE_DAMAGE_ASSESSMENT,320,0,0.0,0.0,0.011862589611711404
8,2,GroundOnly,MT4_PERSISTENT_MONITORING,40,0,0.0,0.0,0.08762453925039232
8,2,Progressive,MT1_TIME_SENSITIVE_CUEING,320,0,0.0,0.0,0.011862589611711404
8,2,Progressive,MT2_ROUTE_RECON_FIRST,320,11,0.034375,0.019300740388941036,0.06049629618696522
8,2,Progressive,MT3_BATTLE_DAMAGE_ASSESSMENT,320,1,0.003125,0.0005518381933127849,0.017486610233325425
8,2,Progressive,MT4_PERSISTENT_MONITORING,40,0,0.0,0.0,0.08762453925039232
8,2,QuicklookFirst,MT1_TIME_SENSITIVE_CUEING,320,0,0.0,0.0,0.011862589611711404
8,2,QuicklookFirst,MT2_ROUTE_RECON_FIRST,320,0,0.0,0.0,0.011862589611711404
8,2,QuicklookFirst,MT3_BATTLE_DAMAGE_ASSESSMENT,320,0,0.0,0.0,0.011862589611711404
8,2,QuicklookFirst,MT4_PERSISTENT_MONITORING,40,0,0.0,0.0,0.08762453925039232
8,2,RoiFirst,MT1_TIME_SENSITIVE_CUEING,320,0,0.0,0.0,0.011862589611711404
8,2,RoiFirst,MT2_ROUTE_RECON_FIRST,320,8,0.025,0.01272102568324087,0.04854843444788497
8,2,RoiFirst,MT3_BATTLE_DAMAGE_ASSESSMENT,320,1,0.003125,0.0005518381933127849,0.017486610233325425
8,2,RoiFirst,MT4_PERSISTENT_MONITORING,40,0,0.0,0.0,0.08762453925039232
8,2,ThreadAwarePriority,MT1_TIME_SENSITIVE_CUEING,320,0,0.0,0.0,0.011862589611711404
8,2,ThreadAwarePriority,MT2_ROUTE_RECON_FIRST,320,11,0.034375,0.019300740388941036,0.06049629618696522
8,2,ThreadAwarePriority,MT3_BATTLE_DAMAGE_ASSESSMENT,320,1,0.003125,0.0005518381933127849,0.017486610233325425
8,2,ThreadAwarePriority,MT4_PERSISTENT_MONITORING,40,0,0.0,0.0,0.08762453925039232
8,4,CompressedFull,MT1_TIME_SENSITIVE_CUEING,320,0,0.0,0.0,0.011862589611711404
8,4,CompressedFull,MT2_ROUTE_RECON_FIRST,320,0,0.0,0.0,0.011862589611711404
8,4,CompressedFull,MT3_BATTLE_DAMAGE_ASSESSMENT,320,0,0.0,0.0,0.011862589611711404
8,4,CompressedFull,MT4_PERSISTENT_MONITORING,40,0,0.0,0.0,0.08762453925039232
8,4,ContactAware,MT1_TIME_SENSITIVE_CUEING,320,0,0.0,0.0,0.011862589611711404
8,4,ContactAware,MT2_ROUTE_RECON_FIRST,320,0,0.0,0.0,0.011862589611711404
8,4,ContactAware,MT3_BATTLE_DAMAGE_ASSESSMENT,320,0,0.0,0.0,0.011862589611711404
8,4,ContactAware,MT4_PERSISTENT_MONITORING,40,0,0.0,0.0,0.08762453925039232
8,4,GroundOnly,MT1_TIME_SENSITIVE_CUEING,320,0,0.0,0.0,0.011862589611711404
8,4,GroundOnly,MT2_ROUTE_RECON_FIRST,320,0,0.0,0.0,0.011862589611711404
8,4,GroundOnly,MT3_BATTLE_DAMAGE_ASSESSMENT,320,0,0.0,0.0,0.011862589611711404
8,4,GroundOnly,MT4_PERSISTENT_MONITORING,40,0,0.0,0.0,0.08762453925039232
8,4,Progressive,MT1_TIME_SENSITIVE_CUEING,320,0,0.0,0.0,0.011862589611711404
8,4,Progressive,MT2_ROUTE_RECON_FIRST,320,11,0.034375,0.019300740388941036,0.06049629618696522
8,4,Progressive,MT3_BATTLE_DAMAGE_ASSESSMENT,320,5,0.015625,0.006691954469849172,0.03604992921649625
8,4,Progressive,MT4_PERSISTENT_MONITORING,40,0,0.0,0.0,0.08762453925039232
8,4,QuicklookFirst,MT1_TIME_SENSITIVE_CUEING,320,0,0.0,0.0,0.011862589611711404
8,4,QuicklookFirst,MT2_ROUTE_RECON_FIRST,320,0,0.0,0.0,0.011862589611711404
8,4,QuicklookFirst,MT3_BATTLE_DAMAGE_ASSESSMENT,320,0,0.0,0.0,0.011862589611711404
8,4,QuicklookFirst,MT4_PERSISTENT_MONITORING,40,0,0.0,0.0,0.08762453925039232
8,4,RoiFirst,MT1_TIME_SENSITIVE_CUEING,320,0,0.0,0.0,0.011862589611711404
8,4,RoiFirst,MT2_ROUTE_RECON_FIRST,320,10,0.03125,0.01706112018140517,0.056560057579574274
8,4,RoiFirst,MT3_BATTLE_DAMAGE_ASSESSMENT,320,5,0.015625,0.006691954469849172,0.03604992921649625
8,4,RoiFirst,MT4_PERSISTENT_MONITORING,40,0,0.0,0.0,0.08762453925039232
8,4,ThreadAwarePriority,MT1_TIME_SENSITIVE_CUEING,320,0,0.0,0.0,0.011862589611711404
8,4,ThreadAwarePriority,MT2_ROUTE_RECON_FIRST,320,11,0.034375,0.019300740388941036,0.06049629618696522
8,4,ThreadAwarePriority,MT3_BATTLE_DAMAGE_ASSESSMENT,320,5,0.015625,0.006691954469849172,0.03604992921649625
8,4,ThreadAwarePriority,MT4_PERSISTENT_MONITORING,40,0,0.0,0.0,0.08762453925039232
16,1,CompressedFull,MT1_TIME_SENSITIVE_CUEING,320,0,0.0,0.0,0.011862589611711404
16,1,CompressedFull,MT2_ROUTE_RECON_FIRST,320,0,0.0,0.0,0.011862589611711404
16,1,CompressedFull,MT3_BATTLE_DAMAGE_ASSESSMENT,320,0,0.0,0.0,0.011862589611711404
16,1,CompressedFull,MT4_PERSISTENT_MONITORING,40,0,0.0,0.0,0.08762453925039232
16,1,ContactAware,MT1_TIME_SENSITIVE_CUEING,320,0,0.0,0.0,0.011862589611711404
16,1,ContactAware,MT2_ROUTE_RECON_FIRST,320,0,0.0,0.0,0.011862589611711404
16,1,ContactAware,MT3_BATTLE_DAMAGE_ASSESSMENT,320,0,0.0,0.0,0.011862589611711404
16,1,ContactAware,MT4_PERSISTENT_MONITORING,40,0,0.0,0.0,0.08762453925039232
16,1,GroundOnly,MT1_TIME_SENSITIVE_CUEING,320,0,0.0,0.0,0.011862589611711404
16,1,GroundOnly,MT2_ROUTE_RECON_FIRST,320,0,0.0,0.0,0.011862589611711404
16,1,GroundOnly,MT3_BATTLE_DAMAGE_ASSESSMENT,320,0,0.0,0.0,0.011862589611711404
16,1,GroundOnly,MT4_PERSISTENT_MONITORING,40,0,0.0,0.0,0.08762453925039232
16,1,Progressive,MT1_TIME_SENSITIVE_CUEING,320,0,0.0,0.0,0.011862589611711404
16,1,Progressive,MT2_ROUTE_RECON_FIRST,320,18,0.05625,0.03587330182462952,0.08715474645576435
16,1,Progressive,MT3_BATTLE_DAMAGE_ASSESSMENT,320,7,0.021875,0.010635649426464264,0.04445795188973476
16,1,Progressive,MT4_PERSISTENT_MONITORING,40,0,0.0,0.0,0.08762453925039232
16,1,QuicklookFirst,MT1_TIME_SENSITIVE_CUEING,320,0,0.0,0.0,0.011862589611711404
16,1,QuicklookFirst,MT2_ROUTE_RECON_FIRST,320,0,0.0,0.0,0.011862589611711404
16,1,QuicklookFirst,MT3_BATTLE_DAMAGE_ASSESSMENT,320,0,0.0,0.0,0.011862589611711404
16,1,QuicklookFirst,MT4_PERSISTENT_MONITORING,40,0,0.0,0.0,0.08762453925039232
16,1,RoiFirst,MT1_TIME_SENSITIVE_CUEING,320,0,0.0,0.0,0.011862589611711404
16,1,RoiFirst,MT2_ROUTE_RECON_FIRST,320,11,0.034375,0.019300740388941036,0.06049629618696522
16,1,RoiFirst,MT3_BATTLE_DAMAGE_ASSESSMENT,320,7,0.021875,0.010635649426464264,0.04445795188973476
16,1,RoiFirst,MT4_PERSISTENT_MONITORING,40,0,0.0,0.0,0.08762453925039232
16,1,ThreadAwarePriority,MT1_TIME_SENSITIVE_CUEING,320,0,0.0,0.0,0.011862589611711404
16,1,ThreadAwarePriority,MT2_ROUTE_RECON_FIRST,320,20,0.0625,0.040819667192143735,0.09456009871810374
16,1,ThreadAwarePriority,MT3_BATTLE_DAMAGE_ASSESSMENT,320,9,0.028125,0.014865681171359897,0.05257963777469273
16,1,ThreadAwarePriority,MT4_PERSISTENT_MONITORING,40,0,0.0,0.0,0.08762453925039232
16,2,CompressedFull,MT1_TIME_SENSITIVE_CUEING,320,0,0.0,0.0,0.011862589611711404
16,2,CompressedFull,MT2_ROUTE_RECON_FIRST,320,0,0.0,0.0,0.011862589611711404
16,2,CompressedFull,MT3_BATTLE_DAMAGE_ASSESSMENT,320,0,0.0,0.0,0.011862589611711404
16,2,CompressedFull,MT4_PERSISTENT_MONITORING,40,0,0.0,0.0,0.08762453925039232
16,2,ContactAware,MT1_TIME_SENSITIVE_CUEING,320,0,0.0,0.0,0.011862589611711404
16,2,ContactAware,MT2_ROUTE_RECON_FIRST,320,0,0.0,0.0,0.011862589611711404
16,2,ContactAware,MT3_BATTLE_DAMAGE_ASSESSMENT,320,0,0.0,0.0,0.011862589611711404
16,2,ContactAware,MT4_PERSISTENT_MONITORING,40,0,0.0,0.0,0.08762453925039232
16,2,GroundOnly,MT1_TIME_SENSITIVE_CUEING,320,0,0.0,0.0,0.011862589611711404
16,2,GroundOnly,MT2_ROUTE_RECON_FIRST,320,0,0.0,0.0,0.011862589611711404
16,2,GroundOnly,MT3_BATTLE_DAMAGE_ASSESSMENT,320,0,0.0,0.0,0.011862589611711404
16,2,GroundOnly,MT4_PERSISTENT_MONITORING,40,0,0.0,0.0,0.08762453925039232
16,2,Progressive,MT1_TIME_SENSITIVE_CUEING,320,0,0.0,0.0,0.011862589611711404
16,2,Progressive,MT2_ROUTE_RECON_FIRST,320,12,0.0375,0.021579288796761853,0.06439360659407119
16,2,Progressive,MT3_BATTLE_DAMAGE_ASSESSMENT,320,6,0.01875,0.008620805569639546,0.04029693693163267
16,2,Progressive,MT4_PERSISTENT_MONITORING,40,0,0.0,0.0,0.08762453925039232
16,2,QuicklookFirst,MT1_TIME_SENSITIVE_CUEING,320,0,0.0,0.0,0.011862589611711404
16,2,QuicklookFirst,MT2_ROUTE_RECON_FIRST,320,0,0.0,0.0,0.011862589611711404
16,2,QuicklookFirst,MT3_BATTLE_DAMAGE_ASSESSMENT,320,0,0.0,0.0,0.011862589611711404
16,2,QuicklookFirst,MT4_PERSISTENT_MONITORING,40,0,0.0,0.0,0.08762453925039232
16,2,RoiFirst,MT1_TIME_SENSITIVE_CUEING,320,0,0.0,0.0,0.011862589611711404
16,2,RoiFirst,MT2_ROUTE_RECON_FIRST,320,11,0.034375,0.019300740388941036,0.06049629618696522
16,2,RoiFirst,MT3_BATTLE_DAMAGE_ASSESSMENT,320,6,0.01875,0.008620805569639546,0.04029693693163267
16,2,RoiFirst,MT4_PERSISTENT_MONITORING,40,0,0.0,0.0,0.08762453925039232
16,2,ThreadAwarePriority,MT1_TIME_SENSITIVE_CUEING,320,0,0.0,0.0,0.011862589611711404
16,2,ThreadAwarePriority,MT2_ROUTE_RECON_FIRST,320,12,0.0375,0.021579288796761853,0.06439360659407119
16,2,ThreadAwarePriority,MT3_BATTLE_DAMAGE_ASSESSMENT,320,6,0.01875,0.008620805569639546,0.04029693693163267
16,2,ThreadAwarePriority,MT4_PERSISTENT_MONITORING,40,0,0.0,0.0,0.08762453925039232
16,4,CompressedFull,MT1_TIME_SENSITIVE_CUEING,320,0,0.0,0.0,0.011862589611711404
16,4,CompressedFull,MT2_ROUTE_RECON_FIRST,320,0,0.0,0.0,0.011862589611711404
16,4,CompressedFull,MT3_BATTLE_DAMAGE_ASSESSMENT,320,0,0.0,0.0,0.011862589611711404
16,4,CompressedFull,MT4_PERSISTENT_MONITORING,40,0,0.0,0.0,0.08762453925039232
16,4,ContactAware,MT1_TIME_SENSITIVE_CUEING,320,0,0.0,0.0,0.011862589611711404
16,4,ContactAware,MT2_ROUTE_RECON_FIRST,320,0,0.0,0.0,0.011862589611711404
16,4,ContactAware,MT3_BATTLE_DAMAGE_ASSESSMENT,320,0,0.0,0.0,0.011862589611711404
16,4,ContactAware,MT4_PERSISTENT_MONITORING,40,0,0.0,0.0,0.08762453925039232
16,4,GroundOnly,MT1_TIME_SENSITIVE_CUEING,320,0,0.0,0.0,0.011862589611711404
16,4,GroundOnly,MT2_ROUTE_RECON_FIRST,320,0,0.0,0.0,0.011862589611711404
16,4,GroundOnly,MT3_BATTLE_DAMAGE_ASSESSMENT,320,0,0.0,0.0,0.011862589611711404
16,4,GroundOnly,MT4_PERSISTENT_MONITORING,40,0,0.0,0.0,0.08762453925039232
16,4,Progressive,MT1_TIME_SENSITIVE_CUEING,320,0,0.0,0.0,0.011862589611711404
16,4,Progressive,MT2_ROUTE_RECON_FIRST,320,0,0.0,0.0,0.011862589611711404
16,4,Progressive,MT3_BATTLE_DAMAGE_ASSESSMENT,320,0,0.0,0.0,0.011862589611711404
16,4,Progressive,MT4_PERSISTENT_MONITORING,40,0,0.0,0.0,0.08762453925039232
16,4,QuicklookFirst,MT1_TIME_SENSITIVE_CUEING,320,0,0.0,0.0,0.011862589611711404
16,4,QuicklookFirst,MT2_ROUTE_RECON_FIRST,320,0,0.0,0.0,0.011862589611711404
16,4,QuicklookFirst,MT3_BATTLE_DAMAGE_ASSESSMENT,320,0,0.0,0.0,0.011862589611711404
16,4,QuicklookFirst,MT4_PERSISTENT_MONITORING,40,0,0.0,0.0,0.08762453925039232
16,4,RoiFirst,MT1_TIME_SENSITIVE_CUEING,320,0,0.0,0.0,0.011862589611711404
16,4,RoiFirst,MT2_ROUTE_RECON_FIRST,320,0,0.0,0.0,0.011862589611711404
16,4,RoiFirst,MT3_BATTLE_DAMAGE_ASSESSMENT,320,0,0.0,0.0,0.011862589611711404
16,4,RoiFirst,MT4_PERSISTENT_MONITORING,40,0,0.0,0.0,0.08762453925039232
16,4,ThreadAwarePriority,MT1_TIME_SENSITIVE_CUEING,320,0,0.0,0.0,0.011862589611711404
16,4,ThreadAwarePriority,MT2_ROUTE_RECON_FIRST,320,0,0.0,0.0,0.011862589611711404
16,4,ThreadAwarePriority,MT3_BATTLE_DAMAGE_ASSESSMENT,320,0,0.0,0.0,0.011862589611711404
16,4,ThreadAwarePriority,MT4_PERSISTENT_MONITORING,40,0,0.0,0.0,0.08762453925039232
32,1,CompressedFull,MT1_TIME_SENSITIVE_CUEING,320,0,0.0,0.0,0.011862589611711404
32,1,CompressedFull,MT2_ROUTE_RECON_FIRST,320,0,0.0,0.0,0.011862589611711404
32,1,CompressedFull,MT3_BATTLE_DAMAGE_ASSESSMENT,320,0,0.0,0.0,0.011862589611711404
32,1,CompressedFull,MT4_PERSISTENT_MONITORING,40,0,0.0,0.0,0.08762453925039232
32,1,ContactAware,MT1_TIME_SENSITIVE_CUEING,320,0,0.0,0.0,0.011862589611711404
32,1,ContactAware,MT2_ROUTE_RECON_FIRST,320,0,0.0,0.0,0.011862589611711404
32,1,ContactAware,MT3_BATTLE_DAMAGE_ASSESSMENT,320,0,0.0,0.0,0.011862589611711404
32,1,ContactAware,MT4_PERSISTENT_MONITORING,40,0,0.0,0.0,0.08762453925039232
32,1,GroundOnly,MT1_TIME_SENSITIVE_CUEING,320,0,0.0,0.0,0.011862589611711404
32,1,GroundOnly,MT2_ROUTE_RECON_FIRST,320,0,0.0,0.0,0.011862589611711404
32,1,GroundOnly,MT3_BATTLE_DAMAGE_ASSESSMENT,320,0,0.0,0.0,0.011862589611711404
32,1,GroundOnly,MT4_PERSISTENT_MONITORING,40,0,0.0,0.0,0.08762453925039232
32,1,Progressive,MT1_TIME_SENSITIVE_CUEING,320,0,0.0,0.0,0.011862589611711404
32,1,Progressive,MT2_ROUTE_RECON_FIRST,320,11,0.034375,0.019300740388941036,0.06049629618696522
32,1,Progressive,MT3_BATTLE_DAMAGE_ASSESSMENT,320,2,0.00625,0.0017156161405087415,0.02249869110105627
32,1,Progressive,MT4_PERSISTENT_MONITORING,40,0,0.0,0.0,0.08762453925039232
32,1,QuicklookFirst,MT1_TIME_SENSITIVE_CUEING,320,0,0.0,0.0,0.011862589611711404
32,1,QuicklookFirst,MT2_ROUTE_RECON_FIRST,320,0,0.0,0.0,0.011862589611711404
32,1,QuicklookFirst,MT3_BATTLE_DAMAGE_ASSESSMENT,320,0,0.0,0.0,0.011862589611711404
32,1,QuicklookFirst,MT4_PERSISTENT_MONITORING,40,0,0.0,0.0,0.08762453925039232
32,1,RoiFirst,MT1_TIME_SENSITIVE_CUEING,320,0,0.0,0.0,0.011862589611711404
32,1,RoiFirst,MT2_ROUTE_RECON_FIRST,320,11,0.034375,0.019300740388941036,0.06049629618696522
32,1,RoiFirst,MT3_BATTLE_DAMAGE_ASSESSMENT,320,2,0.00625,0.0017156161405087415,0.02249869110105627
32,1,RoiFirst,MT4_PERSISTENT_MONITORING,40,0,0.0,0.0,0.08762453925039232
32,1,ThreadAwarePriority,MT1_TIME_SENSITIVE_CUEING,320,0,0.0,0.0,0.011862589611711404
32,1,ThreadAwarePriority,MT2_ROUTE_RECON_FIRST,320,11,0.034375,0.019300740388941036,0.06049629618696522
32,1,ThreadAwarePriority,MT3_BATTLE_DAMAGE_ASSESSMENT,320,2,0.00625,0.0017156161405087415,0.02249869110105627
32,1,ThreadAwarePriority,MT4_PERSISTENT_MONITORING,40,0,0.0,0.0,0.08762453925039232
32,2,CompressedFull,MT1_TIME_SENSITIVE_CUEING,320,0,0.0,0.0,0.011862589611711404
32,2,CompressedFull,MT2_ROUTE_RECON_FIRST,320,0,0.0,0.0,0.011862589611711404
32,2,CompressedFull,MT3_BATTLE_DAMAGE_ASSESSMENT,320,0,0.0,0.0,0.011862589611711404
32,2,CompressedFull,MT4_PERSISTENT_MONITORING,40,0,0.0,0.0,0.08762453925039232
32,2,ContactAware,MT1_TIME_SENSITIVE_CUEING,320,0,0.0,0.0,0.011862589611711404
32,2,ContactAware,MT2_ROUTE_RECON_FIRST,320,0,0.0,0.0,0.011862589611711404
32,2,ContactAware,MT3_BATTLE_DAMAGE_ASSESSMENT,320,0,0.0,0.0,0.011862589611711404
32,2,ContactAware,MT4_PERSISTENT_MONITORING,40,0,0.0,0.0,0.08762453925039232
32,2,GroundOnly,MT1_TIME_SENSITIVE_CUEING,320,0,0.0,0.0,0.011862589611711404
32,2,GroundOnly,MT2_ROUTE_RECON_FIRST,320,0,0.0,0.0,0.011862589611711404
32,2,GroundOnly,MT3_BATTLE_DAMAGE_ASSESSMENT,320,0,0.0,0.0,0.011862589611711404
32,2,GroundOnly,MT4_PERSISTENT_MONITORING,40,0,0.0,0.0,0.08762453925039232
32,2,Progressive,MT1_TIME_SENSITIVE_CUEING,320,0,0.0,0.0,0.011862589611711404
32,2,Progressive,MT2_ROUTE_RECON_FIRST,320,5,0.015625,0.006691954469849172,0.03604992921649625
32,2,Progressive,MT3_BATTLE_DAMAGE_ASSESSMENT,320,1,0.003125,0.0005518381933127849,0.017486610233325425
32,2,Progressive,MT4_PERSISTENT_MONITORING,40,0,0.0,0.0,0.08762453925039232
32,2,QuicklookFirst,MT1_TIME_SENSITIVE_CUEING,320,0,0.0,0.0,0.011862589611711404
32,2,QuicklookFirst,MT2_ROUTE_RECON_FIRST,320,0,0.0,0.0,0.011862589611711404
32,2,QuicklookFirst,MT3_BATTLE_DAMAGE_ASSESSMENT,320,0,0.0,0.0,0.011862589611711404
32,2,QuicklookFirst,MT4_PERSISTENT_MONITORING,40,0,0.0,0.0,0.08762453925039232
32,2,RoiFirst,MT1_TIME_SENSITIVE_CUEING,320,0,0.0,0.0,0.011862589611711404
32,2,RoiFirst,MT2_ROUTE_RECON_FIRST,320,5,0.015625,0.006691954469849172,0.03604992921649625
32,2,RoiFirst,MT3_BATTLE_DAMAGE_ASSESSMENT,320,1,0.003125,0.0005518381933127849,0.017486610233325425
32,2,RoiFirst,MT4_PERSISTENT_MONITORING,40,0,0.0,0.0,0.08762453925039232
32,2,ThreadAwarePriority,MT1_TIME_SENSITIVE_CUEING,320,0,0.0,0.0,0.011862589611711404
32,2,ThreadAwarePriority,MT2_ROUTE_RECON_FIRST,320,5,0.015625,0.006691954469849172,0.03604992921649625
32,2,ThreadAwarePriority,MT3_BATTLE_DAMAGE_ASSESSMENT,320,1,0.003125,0.0005518381933127849,0.017486610233325425
32,2,ThreadAwarePriority,MT4_PERSISTENT_MONITORING,40,0,0.0,0.0,0.08762453925039232
32,4,CompressedFull,MT1_TIME_SENSITIVE_CUEING,320,0,0.0,0.0,0.011862589611711404
32,4,CompressedFull,MT2_ROUTE_RECON_FIRST,320,0,0.0,0.0,0.011862589611711404
32,4,CompressedFull,MT3_BATTLE_DAMAGE_ASSESSMENT,320,0,0.0,0.0,0.011862589611711404
32,4,CompressedFull,MT4_PERSISTENT_MONITORING,40,0,0.0,0.0,0.08762453925039232
32,4,ContactAware,MT1_TIME_SENSITIVE_CUEING,320,0,0.0,0.0,0.011862589611711404
32,4,ContactAware,MT2_ROUTE_RECON_FIRST,320,0,0.0,0.0,0.011862589611711404
32,4,ContactAware,MT3_BATTLE_DAMAGE_ASSESSMENT,320,0,0.0,0.0,0.011862589611711404
32,4,ContactAware,MT4_PERSISTENT_MONITORING,40,0,0.0,0.0,0.08762453925039232
32,4,GroundOnly,MT1_TIME_SENSITIVE_CUEING,320,0,0.0,0.0,0.011862589611711404
32,4,GroundOnly,MT2_ROUTE_RECON_FIRST,320,0,0.0,0.0,0.011862589611711404
32,4,GroundOnly,MT3_BATTLE_DAMAGE_ASSESSMENT,320,0,0.0,0.0,0.011862589611711404
32,4,GroundOnly,MT4_PERSISTENT_MONITORING,40,0,0.0,0.0,0.08762453925039232
32,4,Progressive,MT1_TIME_SENSITIVE_CUEING,320,0,0.0,0.0,0.011862589611711404
32,4,Progressive,MT2_ROUTE_RECON_FIRST,320,0,0.0,0.0,0.011862589611711404
32,4,Progressive,MT3_BATTLE_DAMAGE_ASSESSMENT,320,0,0.0,0.0,0.011862589611711404
32,4,Progressive,MT4_PERSISTENT_MONITORING,40,0,0.0,0.0,0.08762453925039232
32,4,QuicklookFirst,MT1_TIME_SENSITIVE_CUEING,320,0,0.0,0.0,0.011862589611711404
32,4,QuicklookFirst,MT2_ROUTE_RECON_FIRST,320,0,0.0,0.0,0.011862589611711404
32,4,QuicklookFirst,MT3_BATTLE_DAMAGE_ASSESSMENT,320,0,0.0,0.0,0.011862589611711404
32,4,QuicklookFirst,MT4_PERSISTENT_MONITORING,40,0,0.0,0.0,0.08762453925039232
32,4,RoiFirst,MT1_TIME_SENSITIVE_CUEING,320,0,0.0,0.0,0.011862589611711404
32,4,RoiFirst,MT2_ROUTE_RECON_FIRST,320,0,0.0,0.0,0.011862589611711404
32,4,RoiFirst,MT3_BATTLE_DAMAGE_ASSESSMENT,320,0,0.0,0.0,0.011862589611711404
32,4,RoiFirst,MT4_PERSISTENT_MONITORING,40,0,0.0,0.0,0.08762453925039232
32,4,ThreadAwarePriority,MT1_TIME_SENSITIVE_CUEING,320,0,0.0,0.0,0.011862589611711404
32,4,ThreadAwarePriority,MT2_ROUTE_RECON_FIRST,320,0,0.0,0.0,0.011862589611711404
32,4,ThreadAwarePriority,MT3_BATTLE_DAMAGE_ASSESSMENT,320,0,0.0,0.0,0.011862589611711404
32,4,ThreadAwarePriority,MT4_PERSISTENT_MONITORING,40,0,0.0,0.0,0.08762453925039232
