run_id,architecture,tfup_s,tcp_s,completed
94,A1_COMPRESSED_FULL,267.0619724327878,267.0619724327878,True
94,A2_QUICKLOOK_FIRST,18.70619724327878,,False
94,A3_ROI_FIRST,107.06197243278778,,False
94,A4_PROGRESSIVE,27.078356432787782,,False
95,A0_GROUND_ONLY,,,False
95,A1_COMPRESSED_FULL,267.68242333884496,267.68242333884496,True
95,A2_QUICKLOOK_FIRST,18.768242333884494,,False
95,A3_ROI_FIRST,107.68242333884496,,False
95,A4_PROGRESSIVE,27.698807338844958,,False
96,A0_GROUND_ONLY,,,False
96,A1_COMPRESSED_FULL,270.1884101513317,270.1884101513317,True
96,A2_QUICKLOOK_FIRST,19.01884101513317,,False
96,A3_ROI_FIRST,110.18841015133171,,False
96,A4_PROGRESSIVE,30.204794151331708,,False
97,A0_GROUND_ONLY,,,False
97,A1_COMPRESSED_FULL,271.5436554603287,271.5436554603287,True
97,A2_QUICKLOOK_FIRST,19.15436554603287,,False
97,A3_ROI_FIRST,111.5436554603287,,False
97,A4_PROGRESSIVE,31.560039460328696,,False
98,A0_GROUND_ONLY,,,False
98,A1_COMPRESSED_FULL,270.61872169057256,270.61872169057256,True
98,A2_QUICKLOOK_FIRST,19.061872169057256,,False
98,A3_ROI_FIRST,110.61872169057256,,False
98,A4_PROGRESSIVE,30.635105690572555,,False
99,A0_GROUND_ONLY,,,False
99,A1_COMPRESSED_FULL,268.6938461612424,268.6938461612424,True
99,A2_QUICKLOOK_FIRST,18.86938461612424,,False
99,A3_ROI_FIRST,108.6938461612424,,False
99,A4_PROGRESSIVE,28.710230161242407,,False
100,A0_GROUND_ONLY,,,False
100,A1_COMPRESSED_FULL,271.38770370393473,271.38770370393473,True
100,A2_QUICKLOOK_FIRST,19.138770370393477,,False
100,A3_ROI_FIRST,111.38770370393476,,False
100,A4_PROGRESSIVE,31.404087703934756,,False
101,A0_GROUND_ONLY,,,False
101,A1_COMPRESSED_FULL,,,False
101,A2_QUICKLOOK_FIRST,19.03716119433371,,False
101,A3_ROI_FIRST,110.37161194333709,,False
101,A4_PROGRESSIVE,30.387995943337085,,False
102,A0_GROUND_ONLY,,,False
102,A1_COMPRESSED_FULL,269.0943475486813,269.0943475486813,True
102,A2_QUICKLOOK_FIRST,18.90943475486813,,False
102,A3_ROI_FIRST,109.09434754868128,,False
102,A4_PROGRESSIVE,29.110731548681287,,False
103,A0_GROUND_ONLY,,,False
103,A1_COMPRESSED_FULL,269.2614078827522,269.2614078827522,True
